"","Site","Plot","AspectYr2","Yr2NVC","pHYr2","SOMYr2","MSG","LiveBasalAreaYr2","mean_dbh","tree density","plot_richness","ShortNVC"
"667",90,11,NA,"OV27d",5.02,40.92294,3,0.803069622,12.19,0.31,23,"OV27"
"668",90,12,NA,"W16b",4.526,16.68357,3,1.270381529,21.67,0.345,10,"W16"
"669",90,13,NA,"W16b",3.731,15.49363,3,1.829977721,11.47,0.35,10,"W16"
"670",90,14,NA,"W16b",3.888,9.421426,3,3.469496387,21.62,0.325,9,"W16"
"671",90,15,NA,"W16b",4.134,14.46389,3,2.444551784,12.78,0.545,11,"W16"
"672",90,16,NA,"W10a",3.534,25.65336,5,1.615956721,13.96,0.275,9,"W10"
"673",91,1,NA,"W10d",4.5,11.6,3,1.374446786,13.31,0.8,3,"W10"
"674",91,2,NA,"W10d",5,5.4,5,0.805033117,10.28,0.42,34,"W10"
"675",91,3,200,"W8",5.2,7,3,1.985093858,23.83,0.32,44,"W8"
"676",91,4,90,"W6",4.5,7.2,5,2.957024085,32.5,0.36,45,"W6"
"677",91,5,110,"W6",5.7,5.8,5,2.88241126,22.68,0.565,48,"W6"
"678",91,6,270,"W10d",4.6,6.1,8,0.669551934,13.55,0.21,32,"W10"
"679",91,7,270,"W10d",4.4,9,5,0.021598449,7.55,0.46,30,"W10"
"680",91,8,270,"W6",4.8,7.5,5,0.820741081,11.5,0.315,41,"W6"
"681",91,9,90,"W6",6.1,6.6,3,0.940514301,22.92,0.245,43,"W6"
"682",91,10,180,"W15a",4.1,17.5,5,7.97964534,10.11,1.445,8,"W15"
"683",91,11,150,"W10c",4.2,47.6,5,3.19853402,9.91,1.305,11,"W10"
"684",91,12,NA,"W10d",4.9,2.4,5,0.180641578,7.86,0.445,20,"W10"
"685",91,13,60,"W14",4.7,75.7,5,0.494800843,12.12,0.385,8,"W14"
"686",91,14,150,"W10d",5.2,5.5,5,1.05636053,37.5,0.07,4,"W10"
"687",91,15,NA,"",NA,NA,5,NA,NA,NA,0,""
"688",91,16,NA,"OV27d",5.3,9.6,5,1.527599428,13.44,0.755,25,"OV27"
"689",92,1,0,"W15a",4.909,13.70963,5,0.581194641,11.94,0.255,11,"W15"
"690",92,2,0,"W10a",4.78,14.63873,3,0.416261027,9.65,0.465,14,"W10"
"691",92,3,0,"OV27d",6.333,52.69997,5,1.189878218,11.35,0.46,18,"OV27"
"692",92,4,0,"W10a",5.509,9.405067,8,1.398008731,11.12,0.345,14,"W10"
"693",92,5,0,"W10a",4.313,11.46617,5,0.93658731,15.23,0.14,12,"W10"
"694",92,6,0,"W10a",5.547,12.141,5,2.316924582,10.57,0.605,20,"W10"
"695",92,7,0,"W16b",4.377,16.52382,5,0.565486678,9.7,0.18,17,"W16"
"696",92,8,0,"OV27d",5.945,33.06545,5,1.884955592,9.2,1.005,24,"OV27"
"697",92,9,NA,"W16",4.039,25.58788,5,1.233075117,10.8,0.365,11,"W16"
"698",92,10,NA,"W16b",4.105,20.34349,5,0.948368282,11.12,0.345,11,"W16"
"699",92,11,NA,"W16b",4.071,37.09213,5,1.525635932,10.6,0.405,13,"W16"
"700",92,12,NA,"W10",5.445,13.6475,5,1.413716694,9.32,0.58,23,"W10"
"701",92,13,NA,"W10a",4.189,15.23494,5,0.585121632,11.92,0.65,14,"W10"
"702",92,14,NA,"W10",5.392,10.66794,5,1.547234382,8.86,0.865,28,"W10"
"703",92,15,NA,"W10c",4.494,14.15681,3,0.712748833,9.55,0.62,23,"W10"
"704",92,16,90,"W8d",4.891,9.429906,3,2.120575041,18.75,0.325,22,"W8"
"705",93,1,NA,"W15a",5.184,6.876894,3,2.503456646,11.81,0.54,13,"W15"
"706",93,2,NA,"OV27d",4.478,6.208851,3,1.617920217,14.72,0.33,9,"OV27"
"707",93,3,NA,"W15a",4.474,14.1778,3,0.659734457,15,0.2,8,"W15"
"708",93,4,NA,"W16b",4.405,21.60231,3,4.005530633,11.65,0.75,15,"W16"
"709",93,5,NA,"W16b",4.033,8.790148,5,1.65915362,15.83,0.44,10,"W16"
"710",93,6,180,"OV27d",5.116,11.8246,5,2.155917959,15.67,0.395,10,"OV27"
"711",93,7,90,"W13",5.901,9.444993,5,0.345575192,9.45,0.73,9,"W13"
"712",93,8,180,"OV27d",4.451,15.18543,3,3.157300617,17.22,0.265,14,"OV27"
"713",93,9,NA,"W8d",5.712,12.13069,5,1.5393804,14.17,0.63,16,"W8"
"714",93,10,0,"OV27d",4.994,7.07864,3,3.063052837,16.35,0.36,22,"OV27"
"715",93,11,0,"W6",5.565,12.1791,3,4.724169953,14.44,0.8,15,"W6"
"716",93,12,0,"W13",4.606,10.14851,3,1.884955592,20.23,0.39,8,"W13"
"717",93,13,0,"W13",5.355,7.361182,3,1.44120563,10.14,0.68,12,"W13"
"718",93,14,0,"OV27d",5.168,9.339633,3,0.184568568,10.06,0.59,10,"OV27"
"719",93,15,270,"OV27d",4.23,14.27037,5,0.227765467,9.79,0.605,12,"OV27"
"720",93,16,0,"W10a",4.343,11.33466,3,4.20777066,13.7,0.605,14,"W10"
"721",94,1,180,"W12",4.2,18.2,3,3.950552762,10.95,0.49,19,"W12"
"722",94,2,150,"W10c",4.8,10.8,5,3.575525139,11.72,0.535,31,"W10"
"723",94,3,NA,"W10c",4.3,13.1,5,2.028290757,20,0.245,26,"W10"
"724",94,4,270,"W16b",5.4,11.5,5,1.144717823,8.57,0.905,5,"W16"
"725",94,5,260,"W14",4.5,7,5,0.355392669,11.79,0.13,25,"W14"
"726",94,6,300,"W15a",4.3,5.4,5,1.82605073,10.38,0.615,4,"W15"
"727",94,7,NA,"W15a",4.1,7.9,5,0.779507677,8.88,0.785,4,"W15"
"728",94,8,300,"W12c",4.5,7.1,5,0.329867229,13.26,0.355,3,"W12"
"729",94,9,90,"W10c",5.3,8.2,5,0.21794799,12,0.095,35,"W10"
"730",94,10,160,"W10c",4.4,10.4,3,1.99294784,19.17,0.2,28,"W10"
"731",94,11,300,"W10c",4.6,5.2,5,0.852157007,13.97,0.195,29,"W10"
"732",94,12,320,"OV27",5.8,8.6,5,0.021598449,8.75,0.025,49,"OV27"
"733",94,13,NA,"W10",5.7,6.9,5,0.416261027,9.36,0.295,34,"W10"
"734",94,14,300,"W15a",3.8,18.4,5,1.578650308,12.78,0.185,4,"W15"
"735",94,15,280,"W14",4.1,5.6,5,0.16689711,11.94,0.085,16,"W14"
"736",94,16,NA,"W15a",4.2,7.5,6,3.231913442,23.75,0.255,4,"W15"
"737",95,1,NA,"W10d",4.525,12.4,8,0.645989989,9.66,0.48,25,"W10"
"738",95,2,NA,"W10a",4.798,24.5,3,0.547815219,10.05,0.725,35,"W10"
"739",95,3,NA,"W10",4.345,10.1,8,0.750055246,15.58,0.51,29,"W10"
"740",95,4,NA,"W10",4.093,10.28,5,0.502654825,14.5,0.48,37,"W10"
"741",95,5,NA,"W10d",4.435,12.28,3,0.278816348,8.72,0.485,26,"W10"
"742",95,6,NA,"W10a",4.528,14.62,8,0.565486678,9.65,1.08,19,"W10"
"743",95,7,NA,"W10a",4.388,17.72,5,2.399391389,9.24,1.22,20,"W10"
"744",95,8,NA,"W10c",4.149,11.2,3,0.653843971,8.92,1.04,21,"W10"
"745",95,9,NA,"W10",4.079,9.07,5,0.787361659,9.89,0.805,24,"W10"
"746",95,10,NA,"W10d",NA,12.57,3,0.375027623,10.92,0.615,19,"W10"
"747",95,11,NA,"W10",4.266,10.59,3,1.341067364,8.61,0.825,31,"W10"
"748",95,12,NA,"W16b",4.527,12.65,5,1.896736565,12.18,0.6,11,"W16"
"749",95,13,NA,"W10",4.084,5.92,8,1.537416905,11,0.935,21,"W10"
"750",95,14,NA,"W10d",3.986,18.11,3,4.569053816,14.94,0.56,23,"W10"
"751",95,15,NA,"W14",4.365,9.87,3,5.059927668,10.29,0.545,17,"W14"
"752",95,16,NA,"W16b",4.203,10.93,3,2.177516408,15.62,0.525,13,"W16"
"753",96,1,135,"W21",4.571,20.9542,3,4.955862411,20.83,0.44,13,"W21"
"754",96,2,135,"W15a",4.688,12.42433,5,3.553926689,13.95,0.435,11,"W15"
"755",96,3,135,"W10a",4.319,15.52539,3,3.544109212,13.4,0.545,20,"W10"
"756",96,4,135,"OV27d",4.775,20.5429,5,1.054397034,9.42,1.1,19,"OV27"
"757",96,5,135,"W10",5.143,19.37162,3,2.581996462,10.59,0.955,25,"W10"
"758",96,6,0,"OV27d",4.362,10.3257,3,3.312416754,12.85,0.89,14,"OV27"
"759",96,7,0,"W10a",4.463,11.51515,3,2.422953334,16.22,0.59,20,"W10"
"760",96,8,0,"W8e",5.291,8.687342,5,2.794053966,15.67,0.54,21,"W8"
"761",96,9,NA,"W14",4.661,14.58366,3,2.053816197,12.25,0.595,14,"W14"
"762",96,10,0,"W10a",4.115,19.32648,5,2.120575041,19.33,0.505,10,"W10"
"763",96,11,0,"W8e",5.058,11.68913,5,3.500912313,12.06,0.985,24,"W8"
"764",96,12,0,"W10",5.975,23.88031,3,1.985093858,12.19,0.475,26,"W10"
"765",96,13,0,"W10",4.847,21.88791,5,2.118611546,9.98,0.86,23,"W10"
"766",96,14,0,"W16b",4.201,14.02467,5,1.973312886,11.6,0.555,14,"W16"
"767",96,15,45,"W10c",4.329,13.18784,5,3.999640147,13.38,0.555,14,"W10"
"768",96,16,0,"W16b",4.39,10.41684,5,0.398589568,10.04,1.395,11,"W16"
"769",97,1,0,"W6",4.602,11.52668,5,0.903207888,9.72,0.635,24,"W6"
"770",97,2,NA,"W10c",5.356,12.8625,5,NA,NA,NA,19,"W10"
"771",97,3,0,"OV27d",5.736,15.09726,5,1.462804079,24.77,0.245,18,"OV27"
"772",97,4,0,"W6",5.298,9.615072,3,1.741620427,27.5,0.2,20,"W6"
"773",97,5,180,"W6",6.2,16.15075,5,NA,NA,NA,21,"W6"
"774",97,6,0,"W10c",3.904,23.31346,5,0.206167018,10.17,0.23,18,"W10"
"775",97,7,180,"W10d",4.161,41.12704,5,1.967422399,16.57,0.38,12,"W10"
"776",97,8,0,"W10a",4.211,33.3544,5,2.743003086,15.46,0.635,13,"W10"
"777",97,9,180,"W10c",4.004,48.00804,5,0.245436926,14.17,0.07,16,"W10"
"778",97,10,0,"W10a",3.79,50.44297,3,0.484983366,9.21,0.275,14,"W10"
"779",97,11,0,"OV27",3.818,21.81818,5,0.115846229,9.82,0.3,11,"OV27"
"780",97,12,0,"W10d",3.962,20.43949,5,0.068722339,10.75,0.33,15,"W10"
"781",97,13,180,"W16b",3.75,25.13921,5,0.875718952,12.28,0.225,10,"W16"
"782",97,14,180,"W10",4.253,24.69398,3,0.086393798,11.67,0.055,19,"W10"
"783",97,15,NA,"W21",4.598,17.04872,5,0.043196899,8.53,0.205,26,"W21"
"784",97,16,0,"W16b",4.024,19.99127,5,0.021598449,8.21,0.04,10,"W16"
"785",98,1,NA,"W10d",4.547,9.762846,3,0.021598449,8.75,0.05,35,"W10"
"786",98,2,NA,"W10",5.4,13.37629,5,0.007853982,7.5,0.075,38,"W10"
"787",98,3,NA,"W10c",5.903,12.59484,3,0.023561945,7.65,0.17,30,"W10"
"788",98,4,NA,"W10c",3.369,56.7606,3,1.443169125,19.17,0.4,12,"W10"
"789",98,5,NA,"W10",5.541,2.138531,3,0.424115008,13.9,0.285,34,"W10"
"790",98,6,NA,"W10c",4.569,7.070232,5,0.728456797,14.44,0.43,25,"W10"
"791",98,7,NA,"W10c",4.887,5.430802,8,0.231692458,9.87,0.435,24,"W10"
"792",98,8,NA,"W10d",6.232,4.893443,3,NA,NA,NA,23,"W10"
"793",98,9,NA,"W10d",5.375,8.385846,3,2.197151362,19.42,0.44,30,"W10"
"794",98,10,NA,"W10",5.5,9.911472,8,1.026908099,13.47,0.395,36,"W10"
"795",98,11,NA,"",NA,NA,5,NA,NA,NA,0,""
"796",98,12,NA,"",NA,NA,3,NA,NA,NA,0,""
"797",98,13,NA,"W10c",6.4,4.094146,3,0.212057504,16.25,0.11,29,"W10"
"798",98,14,NA,"OV27",NA,NA,3,0.043196899,8.24,0.195,45,"OV27"
"799",98,15,NA,"OV27",5.353,5.273027,8,0.400553063,17.5,0.105,42,"OV27"
"800",98,16,NA,"OV21",3.864,37.00259,5,0.591012118,23.5,0.105,38,"OV21"
"801",99,1,NA,"W10a",4.2,24.6,5,4.822344723,10.66,1.045,12,"W10"
"802",99,2,360,"W10a",4.6,25.6,5,3.489131341,8.68,1.175,20,"W10"
"803",99,3,270,"W8d",5.6,22,3,4.144938807,12.59,0.575,12,"W8"
"804",99,4,360,"W10a",5.7,14.5,5,1.89870006,11.3,0.405,17,"W10"
"805",99,5,NA,"W10a",5.3,23.6,3,2.858849315,9.45,1.035,12,"W10"
"806",99,6,330,"W14",4.1,23.2,5,0.594939109,9.32,0.375,17,"W14"
"807",99,7,10,"W8d",6.9,23.7,5,1.458877089,9.76,0.385,19,"W8"
"808",99,8,300,"OV27d",4.3,34.3,7,1.174170254,10.73,0.395,16,"OV27"
"809",99,9,0,"W14",4.8,29.7,5,2.552544031,14.21,0.41,18,"W14"
"810",99,10,NA,"",NA,NA,7,NA,NA,NA,0,""
"811",99,11,270,"W16b",4.5,31.6,5,1.191841713,9.87,0.7,12,"W16"
"812",99,12,270,"W15c",7.9,24.9,5,3.997676652,10.56,0.87,9,"W15"
"813",99,13,NA,"",NA,NA,5,NA,NA,NA,0,""
"814",99,14,NA,"",NA,NA,5,NA,NA,NA,0,""
"815",99,15,0,"W10a",5.3,22.7,7,2.534872572,9.87,1.15,15,"W10"
"816",99,16,100,"W10a",4.4,34.2,5,2.114684555,8.95,1.82,12,"W10"
"817",100,1,NA,"W15a",4,11.8,5,0.973893723,9.88,0.295,9,"W15"
"818",100,2,60,"W15a",4,8.5,5,0.604756586,13.75,0.27,7,"W15"
"819",100,3,NA,"W15a",4.1,13.4,5,1.193805208,10.68,0.45,12,"W15"
"820",100,4,NA,"W15a",4.2,7.8,5,0.699004365,15.31,0.205,3,"W15"
"821",100,5,NA,"W14",4.1,10,5,3.373285112,33.06,0.275,12,"W14"
"822",100,6,NA,"W15a",4,74,5,1.720021978,27.5,0.225,6,"W15"
"823",100,7,NA,"W10a",5.4,13.1,3,1.231111621,17.5,0.09,14,"W10"
"824",100,8,0,"W10a",4.7,7.6,5,3.665845928,16.29,0.455,13,"W10"
"825",100,9,340,"W15a",4.4,7.4,5,1.61202973,14.81,0.32,10,"W15"
"826",100,10,5,"W15a",4.6,13.8,5,1.939933464,18,0.155,11,"W15"
"827",100,11,340,"W15a",4.6,5.8,5,3.184789553,11.54,0.425,5,"W15"
"828",100,12,NA,"W15a",4.4,9.9,5,2.477931206,23.5,0.21,4,"W15"
"829",100,13,24,"W15a",4.2,16.7,5,1.327322896,35,0.13,2,"W15"
"830",100,14,NA,"W16b",4.5,6.3,5,1.794634803,22.5,0.38,4,"W16"
"831",100,15,40,"W15a",4.1,11.1,3,1.930115987,26.25,0.19,2,"W15"
"832",100,16,NA,"W10a",4.2,38.4,5,1.627737694,13.41,0.36,12,"W10"
"833",101,1,NA,"W16b",3.996,10.3,5,1.733766446,17.76,0.29,8,"W16"
"834",101,2,NA,"W10a",4.228,60.8,5,1.447096116,9.93,0.55,14,"W10"
"835",101,3,NA,"W16b",4.7,11.6,3,1.115265392,8.97,0.595,7,"W16"
"836",101,4,NA,"W16b",4.209,6.01,3,1.553124868,10.23,0.85,9,"W16"
"837",101,5,NA,"W21",4.124,8.36,3,1.947787445,10,0.54,14,"W21"
"838",101,6,NA,"W10a",5.293,10.2,5,3.551963194,13.75,0.36,15,"W10"
"839",101,7,NA,"W21",4.208,6.91,3,0.871791961,10.39,1.01,14,"W21"
"840",101,8,NA,"W10c",4.016,3.12,5,0.117809725,8.82,0.24,14,"W10"
"841",101,9,NA,"W21",5.492,5.47,5,0.706858347,10.15,0.505,22,"W21"
"842",101,10,NA,"W21",5.167,5.68,5,0.325940238,11.25,0.455,19,"W21"
"843",101,11,NA,"W16b",4.516,23.66,10,0.659734457,10.69,0.475,10,"W16"
"844",101,12,NA,"W8d",5.483,8.27,5,1.555088364,10.36,0.715,27,"W8"
"845",101,13,NA,"W10d",5.277,9.91,3,2.026327262,11.81,0.475,19,"W10"
"846",101,14,NA,"W10a",5.806,10.8,3,5.682355712,15.3,0.32,22,"W10"
"847",101,15,NA,"W10c",5.472,6.05,5,0.995492172,15.07,0.44,16,"W10"
"848",101,16,NA,"W10c",5.468,9.72,5,0.903207888,13.9,0.57,29,"W10"
"849",102,1,NA,"W16b",4,17.9,3,3.656028451,10.79,1.26,4,"W16"
"850",102,2,NA,"W16b",3.7,80.2,3,3.041454388,10.92,0.775,6,"W16"
"851",102,3,NA,"W16b",3.7,27,3,2.100940087,12.72,0.705,7,"W16"
"852",102,4,NA,"W16b",4,24.9,5,2.74103959,9,0.975,8,"W16"
"853",102,5,NA,"W15a",3.8,30.1,3,4.005530633,10.68,0.9,5,"W15"
"854",102,6,NA,"W4",5.7,92.1,10,0.728456797,8.95,0.98,18,"W4"
"855",102,7,NA,"W1",5.1,89.8,3,0.746128255,12.88,0.415,38,"W1"
"856",102,8,NA,"W6",5.4,68.9,10,3.233876938,11.35,0.805,17,"W6"
"857",102,9,NA,"W15a",5.2,9.7,3,2.976659039,52.5,0.2,9,"W15"
"858",102,10,NA,"W15a",3.6,24.2,5,3.834706533,19.89,0.4,5,"W15"
"859",102,11,NA,"W16b",4.2,45.7,5,2.603594912,11.06,0.685,4,"W16"
"860",102,12,NA,"W16b",3.6,86.6,5,2.130392518,9.47,0.92,5,"W16"
"861",102,13,NA,"W10d",3.6,33.1,5,3.962333734,15.21,0.445,9,"W10"
"862",102,14,NA,"W16b",4.3,11.8,5,3.481277359,9.15,1.37,8,"W16"
"863",102,15,NA,"W16b",5.1,9.5,5,2.682134728,13.28,0.69,9,"W16"
"864",102,16,NA,"W10d",3.5,31.8,5,4.443390109,14.41,0.905,5,"W10"
"865",103,1,300,"W21a",8.7,23.5,3,0.964076246,7.74,1.395,13,"W21"
"866",103,2,300,"W21",8.7,15.8,3,1.953677931,9.52,1.235,19,"W21"
"867",103,3,NA,"W21",8.5,24.3,3,0.461421421,8.06,0.65,13,"W21"
"868",103,4,NA,"W21",8.6,23.3,3,0.296487807,8.01,0.865,16,"W21"
"869",103,5,NA,"OV24",8.7,15.6,3,0.003926991,7.5,0.14,19,"OV24"
"870",103,6,NA,"W13",8.5,15.4,3,0.088357293,8.41,1.04,16,"W13"
"871",103,7,0,"W21a",8.8,18.2,3,5.28965663,9.76,0.69,23,"W21"
"872",103,8,NA,"MG1a",8.7,15.8,3,0.001963495,7.5,0.04,41,"MG1"
"873",103,9,0,"W21a",8.7,15,3,0.151189146,8.16,0.3,16,"W21"
"874",103,10,0,"W21",8.6,18,3,0.068722339,14.72,0.11,33,"W21"
"875",103,11,110,"W21c",8.6,22.9,3,0.182605073,9.57,0.82,15,"W21"
"876",103,12,NA,"W13",8.5,18,3,0.881609438,8.97,1.235,8,"W13"
"877",103,13,190,"W21a",8.8,14.1,3,0.276852853,8.61,0.605,21,"W21"
"878",103,14,NA,"W21c",8.6,15.3,3,0.184568568,8.15,2.35,8,"W21"
"879",103,15,NA,"W21c",8.8,15.4,3,0.323976742,8.7,1.55,13,"W21"
"880",103,16,NA,"W21c",8.7,17.2,3,0.783434668,9.08,1.02,10,"W21"
"881",1,1,NA,"W10a",3.8,17.2,5,0.539961237,29.17,0.16,17,"W10"
"882",1,2,NA,"W10a",3.9,17.4,5,4.80663676,37.86,0.495,16,"W10"
"883",1,3,NA,"W10a",4.3,11.3,5,1.537416905,10.83,0.4,19,"W10"
"884",1,4,NA,"W10d",3.9,19.5,5,1.083849465,24.42,0.57,13,"W10"
"885",1,5,NA,"W10b",4.5,8.4,5,1.462804079,19.4,0.355,23,"W10"
"886",1,6,NA,"W10d",4.1,42.2,8,1.502073987,12.61,0.455,27,"W10"
"887",1,7,NA,"W10a",4.2,14.7,7,1.315541924,31.35,0.375,30,"W10"
"888",1,8,NA,"W10a",4.2,33.2,7,1.743583923,18.07,0.545,23,"W10"
"889",1,9,NA,"W10",5.3,16.3,8,0.960149255,11.41,0.695,39,"W10"
"890",1,10,NA,"W10a",4.8,11.8,5,1.470658061,9.88,0.59,29,"W10"
"891",1,11,NA,"W10a",4.2,27.1,5,0.675442421,22.02,0.605,25,"W10"
"892",1,12,NA,"W8d",5.2,12.8,5,1.072068493,10.95,0.71,32,"W8"
"893",1,13,NA,"W10a",4,16.4,5,1.003346154,28.89,0.475,21,"W10"
"894",1,14,NA,"W10a",4.1,20,7,1.574723318,13.3,0.54,23,"W10"
"895",1,15,NA,"W10a",4,35.5,5,1.623810703,27.5,0.45,22,"W10"
"896",1,16,NA,"W21a",4.3,12.2,5,0.645989989,9.21,1.12,14,"W21"
"897",2,1,NA,"W10a",5,6.7,5,1.280199006,16,0.135,29,"W10"
"898",2,2,360,"W10c",4.2,12.9,8,1.521708942,16.55,0.59,17,"W10"
"899",2,3,240,"W10a",4.2,7.9,5,0.567450173,47.5,0.045,21,"W10"
"900",2,4,360,"W10c",4.2,8.9,5,1.384264263,25.21,0.545,21,"W10"
"901",2,5,NA,"W10d",4.3,10.4,5,0.490873852,14.09,0.8,7,"W10"
"902",2,6,270,"W10",8.5,5.9,5,1.694496538,19.77,0.19,36,"W10"
"903",2,7,NA,"W10a",5.5,7.3,8,3.581415625,22.78,0.365,23,"W10"
"904",2,8,270,"W16b",4.5,10.1,8,0.638136008,13.03,1.085,4,"W16"
"905",2,9,180,"W15a",4.1,17.7,3,2.326742059,14.59,0.955,6,"W15"
"906",2,10,230,"W16",4.4,11.2,8,0.255254403,14.42,1.585,9,"W16"
"907",2,11,NA,"W10a",4.5,17.2,8,0.746128255,9.8,1.175,27,"W10"
"908",2,12,NA,"W10",5.3,12.6,3,2.238384766,13.21,0.75,36,"W10"
"909",2,13,110,"OV27",4.9,6.3,3,NA,NA,NA,34,"OV27"
"910",2,14,NA,"W10d",4.3,20.2,8,2.051852702,18.61,0.435,30,"W10"
"911",2,15,240,"W10b",4.4,7.8,3,0.206167018,11.93,1.075,7,"W10"
"912",2,16,155,"W16b",4.2,14.5,8,1.663080611,24.85,0.38,9,"W16"
"913",3,1,NA,"OV27d",5.472,7.629428,3,0.885536429,12.35,0.975,7,"OV27"
"914",3,2,NA,"OV27",5.505,7.686926,5,0.720602815,17.65,0.5,26,"OV27"
"915",3,3,NA,"W10d",4.439,10.09634,5,1.307687942,22.26,0.415,17,"W10"
"916",3,4,NA,"W10d",4.611,7.927597,3,1.093666943,12.5,0.33,20,"W10"
"917",3,5,NA,"OV27",5.397,10.67299,3,1.178097245,15.05,0.59,23,"OV27"
"918",3,6,NA,"W10d",4.861,10.21175,5,0.750055246,16.94,0.13,24,"W10"
"919",3,7,NA,"W10d",4.678,16.32373,3,0.056941367,8.5,0.06,25,"W10"
"920",3,8,NA,"W10a",4.053,13.05068,3,0.404480054,16,0.135,13,"W10"
"921",3,9,NA,"OV27d",4.877,8.425762,3,1.3685563,24.58,0.265,14,"OV27"
"922",3,10,NA,"W10d",3.888,10.08697,3,0.331830724,8.85,0.61,9,"W10"
"923",3,11,NA,"W10a",5.517,10.65224,3,2.915790682,22.5,0.32,16,"W10"
"924",3,12,NA,"W10a",5.41,8.378712,3,2.446515279,29.64,0.19,21,"W10"
"925",3,13,NA,"W16a",4.144,11.09014,5,0.891426915,22.21,0.335,12,"W16"
"926",3,14,NA,"W10d",NA,NA,3,NA,NA,NA,1,"W10"
"927",3,15,NA,"W10d",4.72,12.35835,5,1.288052988,19.72,0.31,15,"W10"
"928",3,16,NA,"W16a",4.167,10.17873,3,0.402516559,19.44,0.305,12,"W16"
"929",4,1,0,"W8d",6.462,9.513527,3,1.270381529,9.61,1.33,24,"W8"
"930",4,2,0,"W10c",5.646,9.966352,3,0.918915851,9.74,1.845,22,"W10"
"931",4,3,0,"W10c",4.662,5.518415,3,0.634209017,10.12,1.22,20,"W10"
"932",4,4,0,"W10c",3.671,21.76138,3,NA,NA,NA,10,"W10"
"933",4,5,90,"W10c",6.649,13.61378,5,0.343611696,8.12,0.91,17,"W10"
"934",4,6,90,"W8d",7.048,14.38618,3,2.059706684,8.7,1.215,18,"W8"
"935",4,7,90,"W8d",7.71,15.20257,3,0.320049752,8.49,0.755,13,"W8"
"936",4,8,90,"W8d",5.486,5.103715,3,0.214021,8.33,0.525,21,"W8"
"937",4,9,90,"W21a",7.193,9.823525,3,0.07264933,8.41,0.26,12,"W21"
"938",4,10,90,"W21",6.409,7.957003,3,0.186532064,9.32,0.225,18,"W21"
"939",4,11,90,"OV21a",7.375,4.317585,3,NA,NA,NA,15,"OV21"
"940",4,12,90,"W21",7.572,9.226386,3,2.76263804,14.41,0.405,17,"W21"
"941",4,13,90,"W10c",4.891,20.66582,5,1.627737694,9.92,0.935,18,"W10"
"942",4,14,0,"W8d",7.119,9.157294,5,0.585121632,9.55,1.305,13,"W8"
"943",4,15,45,"OV27d",5.958,9.231349,3,1.268418034,10.51,0.945,13,"OV27"
"944",4,16,90,"W10a",6.637,12.6735,3,1.592394776,11.36,0.815,14,"W10"
"945",5,1,NA,"SD5",8.3,10.8,5,NA,NA,NA,7,"SD5"
"946",5,2,NA,"MG1a",8.5,8.7,3,NA,NA,NA,60,"MG1"
"947",5,3,NA,"W10",4,29.5,5,1.013163631,8.7,0.62,17,"W10"
"948",5,4,NA,"W10d",4,14,5,0.773617191,40.5,0.19,6,"W10"
"949",5,5,NA,"W10c",4,17.5,3,1.676825079,11.52,0.595,18,"W10"
"950",5,6,NA,"OV27",6.3,6.4,3,NA,NA,NA,52,"OV27"
"951",5,7,NA,"W10c",4.7,10.6,3,0.720602815,9.5,0.91,40,"W10"
"952",5,8,NA,"W8d",7.4,22.7,3,2.758711049,8.07,1.175,17,"W8"
"953",5,9,NA,"W13",7.7,19.5,3,0.088357293,8.29,1.025,17,"W13"
"954",5,10,NA,"OV10",8.4,13.1,5,NA,NA,NA,13,"OV10"
"955",5,11,NA,"OV41a",8.1,10.1,5,NA,NA,NA,3,"OV41"
"956",5,12,NA,"W8e",8.3,22.2,3,0.375027623,8.77,0.79,21,"W8"
"957",5,13,NA,"W10",5.2,13.6,3,1.808379271,13.55,0.475,33,"W10"
"958",5,14,NA,"OV24a",5.3,8.1,3,NA,NA,NA,4,"OV24"
"959",5,15,NA,"W10c",5.5,9.6,3,1.376410281,9.38,0.44,31,"W10"
"960",5,16,NA,"W10c",4,16.5,5,0.958185759,10.39,0.805,26,"W10"
"961",6,1,265,"W10a",4.3,10.4,8,2.797980957,21.18,0.355,22,"W10"
"962",6,2,NA,"W21",8.8,12,5,0.850193512,9.54,0.5,27,"W21"
"963",6,3,150,"W8d",5.9,7.1,7,1.309651437,9.36,0.59,33,"W8"
"964",6,4,160,"W10",4.9,10.4,7,1.863357143,13.99,0.425,24,"W10"
"965",6,5,210,"W10",5.6,9.5,7,1.03476208,14.3,0.295,23,"W10"
"966",6,6,185,"W10",4.9,16,5,4.535674394,14.77,0.675,21,"W10"
"967",6,7,240,"W10a",4.6,11,5,2.354230995,16.21,0.425,23,"W10"
"968",6,8,180,"W10c",5.6,14.9,5,4.221515128,12.56,0.835,21,"W10"
"969",6,9,180,"W8d",5.9,12.2,7,2.034181243,14.17,0.525,31,"W8"
"970",6,10,360,"W10a",5.5,12.2,3,0.45749443,8.94,1.565,27,"W10"
"971",6,11,360,"OV26",7.2,8.1,3,0.019634954,9.17,0.02,44,"OV26"
"972",6,12,200,"W10a",5.1,16,5,0.327903733,15.14,0.455,24,"W10"
"973",6,13,NA,"W10a",5,9.5,5,0.392699082,16.41,0.445,21,"W10"
"974",6,14,360,"W21",5.4,11.4,7,0.408407045,8.28,0.67,25,"W21"
