Site,Plot,Yr,alpha,herbcover,amtreeprop,invtreeprop,lba,som,pH,shortcodes,percentamcover,percentinvcover
4,3,1,21,27.0,0.09302325581395349,,0.16100662300000002,12.954,6.6,W8,0.8888888888888888,0.2222222222222222
4,3,2,14,84.5,0.10655737704918032,,0.634209017,5.518415,4.662,W10,0.9411764705882353,
4,4,1,10,22.0,0.10526315789473684,,0.34557519200000003,8.742,3.7,W10,0.8888888888888888,0.2222222222222222
4,4,2,6,46.5,,,,21.76138,3.6710000000000003,W10,0.9841269841269841,0.9523809523809523
4,5,1,29,32.5,0.3532608695652174,,0.651880476,5.653,5.6,W21,0.6666666666666666,0.2222222222222222
4,5,2,12,77.0,0.01098901098901099,,0.343611696,13.613779999999998,6.649,W10,1.0,0.3225806451612903
4,6,1,30,49.5,0.2422360248447205,,0.510508806,25.351,6.6,W8,0.8333333333333334,0.16666666666666666
4,6,2,10,77.0,0.25102880658436216,0.01646090534979424,2.059706684,14.38618,7.047999999999999,W8,0.9285714285714286,0.7142857142857143
4,7,1,24,25.0,0.27044025157232704,0.012578616352201259,0.47909288,15.488,7.0,W8,0.6666666666666666,
4,7,2,6,80.5,0.2119205298013245,,0.32004975199999997,15.202570000000001,7.71,W8,0.967741935483871,0.6451612903225806
4,8,1,24,57.5,0.5277777777777778,,2.293362637,5.357,5.4,W21,0.8333333333333334,0.16666666666666666
4,8,2,13,108.5,0.29523809523809524,,0.21402100000000002,5.103715,5.486000000000001,W8,0.9767441860465116,0.46511627906976744
4,9,1,23,121.0,,0.64,0.135481183,10.122,6.6,OV27,1.0,0.5
4,9,2,9,82.5,0.038461538461538464,0.9230769230769231,0.07264933,9.823525,7.193,W21,1.0,
4,10,1,27,30.5,0.6195652173913043,,1.3646293090000001,8.232000000000001,6.0,W10,0.8571428571428571,0.21428571428571427
4,10,2,13,97.5,0.24444444444444444,,0.186532064,7.957003,6.409,W21,1.0,0.9090909090909091
4,11,1,40,37.5,0.41237113402061853,,2.6291203519999997,11.315,6.1,W8,0.875,0.25
4,11,2,14,99.5,,,,4.317585,7.375,OV21,1.0,
4,12,1,24,42.5,0.42727272727272725,,0.7657632090000001,8.615,6.3,W8,0.9736842105263158,0.8157894736842105
4,12,2,13,118.0,0.13580246913580246,,2.76263804,9.226386,7.572,W21,,
4,13,1,18,36.5,0.047058823529411764,,0.557632696,8.72,6.1,W8,0.9705882352941176,0.8823529411764706
4,13,2,9,66.0,0.1711229946524064,0.0213903743315508,1.6277376940000001,20.66582,4.891,W10,0.9375,0.625
4,14,1,28,48.0,0.04784688995215311,,0.498727834,6.912000000000001,4.0,W10,0.8518518518518519,0.4074074074074074
4,14,2,8,116.0,0.09578544061302682,,0.585121632,9.157294,7.119,W8,1.0,0.5
4,15,1,22,32.5,0.575,,1.111338401,11.811,4.2,W10,0.8780487804878049,0.5121951219512195
4,15,2,10,121.0,0.07936507936507936,,1.268418034,9.231349,5.957999999999999,OV27,1.0,
4,16,1,17,56.5,0.25,0.05555555555555555,1.9654589040000001,17.871,3.8,W10,0.9,0.775
4,16,2,7,91.0,0.0736196319018405,,1.592394776,12.6735,6.6370000000000005,W10,0.9545454545454546,0.9090909090909091
5,1,1,22,40.5,0.1854014598540146,,0.28470683399999996,8.805,5.7,W8,0.75,0.5
5,1,2,6,97.5,,,,10.8,8.3,SD5,1.0,
5,2,1,26,28.0,0.31751227495908346,,0.168860605,14.659,7.2,W8,0.8,0.4
5,2,2,51,83.5,,,,8.7,8.5,MG1,0.7,0.2
5,3,1,15,29.5,0.199438202247191,,2.287472151,8.213,4.7,W10,1.0,0.6666666666666666
5,3,2,10,134.0,,,1.0131636309999998,29.5,4.0,W10,1.0,0.9318181818181818
5,4,1,7,17.5,0.019417475728155338,,0.033379422,8.359,4.7,W10,0.9565217391304348,0.8695652173913043
5,4,2,3,80.5,,,0.7736171909999999,14.0,4.0,W10,1.0,0.9782608695652174
5,5,1,21,22.0,0.06885245901639345,,0.808960108,9.974,4.6,W8,0.9880952380952381,0.9523809523809523
5,5,2,13,75.5,,0.06722689075630252,1.676825079,17.5,4.0,W10,1.0,0.9836065573770492
5,6,1,22,38.0,,,0.604756586,9.711,4.9,W10,1.0,0.9375
5,6,2,47,112.0,,,,6.4,6.3,OV27,0.8125,0.625
5,7,1,16,73.5,0.2463768115942029,,0.204203522,15.582,5.9,W8,0.75,0.5
5,7,2,34,87.5,,,0.720602815,10.6,4.7,W10,1.0,0.5
5,8,1,12,116.0,0.3305439330543933,0.058577405857740586,2.644828315,20.355,6.8,W8,1.0,0.9933774834437086
5,8,2,11,70.0,0.0851063829787234,,2.758711049,22.7,7.4,W8,0.6,0.2
5,9,1,16,68.5,0.2522255192878338,,0.481056375,15.524000000000001,6.5,W8,1.0,0.5
5,9,2,13,86.0,0.024390243902439025,0.01951219512195122,0.088357293,19.5,7.7,W13,1.0,
5,10,1,13,23.0,0.37449392712550605,,0.16689711,13.675,7.0,W21,0.8333333333333334,0.16666666666666666
5,10,2,12,101.0,,,,13.1,8.4,OV10,,
5,11,1,19,131.5,0.9271523178807947,,4.290237468,14.382,7.3,W8,0.6666666666666666,0.3333333333333333
5,11,2,3,101.0,,,,10.1,8.1,OV41,,
5,12,1,29,120.5,0.11392405063291139,,0.5811946410000001,17.886,7.4,OV27,1.0,0.5
5,12,2,16,167.5,0.43670886075949367,,0.375027623,22.2,8.3,W8,,
5,13,1,33,49.0,0.08490566037735849,,0.19242255,6.644,5.6,W8,0.8,0.2
5,13,2,29,146.5,0.47368421052631576,,1.808379271,13.6,5.2,W10,1.0,
5,14,1,17,114.5,0.357487922705314,0.03864734299516908,1.030835089,14.640999999999998,6.5,W8,0.8571428571428571,0.14285714285714285
5,14,2,4,96.5,,,,8.1,5.3,OV24,,
5,15,1,17,17.5,0.3054054054054054,,0.41037054,11.76,6.3,W8,0.875,0.25
5,15,2,25,141.0,0.06818181818181818,,1.3764102809999998,9.6,5.5,W10,0.9166666666666666,0.041666666666666664
5,16,1,36,31.0,0.009433962264150943,,0.18849555899999998,8.092,5.4,W10,0.6,0.4
5,16,2,16,39.5,0.08695652173913043,0.08695652173913043,0.958185759,16.5,4.0,W10,0.9818181818181818,0.9272727272727272
6,1,1,18,23.5,0.6944444444444444,,1.172206759,9.724,4.5,W10,1.0,0.8962962962962963
6,1,2,13,111.5,0.18309859154929578,,2.797980957,10.4,4.3,W10,1.0,0.5
6,2,1,18,13.5,0.25824175824175827,,3.2810008280000003,6.524,4.4,W8,0.9512195121951219,0.2926829268292683
6,2,2,20,81.5,0.94,,0.850193512,12.0,8.8,W21,1.0,0.43478260869565216
6,3,1,11,8.5,0.2857142857142857,,2.799944453,9.445,5.9,W10,0.9666666666666667,0.36666666666666664
6,3,2,23,93.0,0.2796610169491525,0.01694915254237288,1.309651437,7.1,5.9,W8,1.0,0.3333333333333333
6,4,1,10,7.0,0.41975308641975306,,1.820160244,12.002,4.8,W10,1.0,0.1864406779661017
6,4,2,13,8.5,0.5058823529411764,,1.8633571430000002,10.4,4.9,W10,0.9873417721518988,0.6455696202531646
6,5,1,8,6.5,0.147239263803681,,3.4439709460000003,11.297,4.7,W8,0.9607843137254902,0.4117647058823529
6,5,2,17,37.5,0.2033898305084746,0.03389830508474576,1.03476208,9.5,5.6,W10,0.9925373134328358,0.7611940298507462
6,6,1,10,8.0,0.14285714285714285,,2.607521902,4.777,4.7,OV27,1.0,0.9326424870466321
6,6,2,11,10.0,0.362962962962963,0.26666666666666666,4.535674394,16.0,4.9,W10,0.9615384615384616,0.07692307692307693
6,7,1,13,13.5,0.532608695652174,0.021739130434782608,2.532909077,11.850999999999999,4.2,W10,0.9642857142857143,0.7321428571428571
6,7,2,13,6.5,0.7176470588235294,,2.354230995,11.0,4.6,W10,0.8888888888888888,0.3333333333333333
6,8,1,23,15.5,0.7183098591549296,,1.60810274,14.470999999999998,4.7,W8,0.9951219512195122,0.6341463414634146
6,8,2,11,7.5,0.11976047904191617,0.0718562874251497,4.221515128,14.9,5.6,W10,0.9629629629629629,0.7407407407407407
6,9,1,11,7.0,0.16336633663366337,,2.165735436,7.809,5.0,W8,0.98989898989899,0.51010101010101
6,9,2,20,35.0,0.1523809523809524,,2.034181243,12.2,5.9,W8,0.8888888888888888,0.3333333333333333
6,10,1,5,2.5,0.07582938388625593,0.02843601895734597,2.7312221130000003,10.753,4.7,W10,0.9946524064171123,0.8074866310160428
6,10,2,16,18.0,,,0.45749443,12.2,5.5,W10,0.6666666666666666,0.1111111111111111
6,11,1,6,3.0,0.23622047244094488,0.015748031496062992,0.805033117,13.276,5.1,W10,1.0,0.6572769953051644
6,11,2,38,109.0,,,0.019634954,8.1,7.2,OV26,0.9090909090909091,0.30303030303030304
6,12,1,7,4.5,0.11278195488721804,,1.166316273,15.155,5.0,W8,0.9898477157360406,0.6649746192893401
6,12,2,15,91.5,,,0.32790373300000003,16.0,5.1,W10,0.9649122807017544,0.8771929824561403
6,13,1,7,5.0,0.15267175572519084,,1.282162502,11.32,4.9,W8,0.9893048128342246,0.6417112299465241
6,13,2,11,15.0,,,0.39269908200000003,9.5,5.0,W10,0.875,0.375
6,14,1,9,5.5,0.31275720164609055,0.07407407407407407,0.08639379800000001,13.550999999999998,4.7,W10,1.0,0.16393442622950818
6,14,2,16,45.5,0.23880597014925373,,0.408407045,11.4,5.4,W21,0.9629629629629629,0.7407407407407407
6,15,1,26,14.0,0.2989247311827957,0.043010752688172046,0.22383847699999998,9.556000000000001,4.5,W10,0.9807692307692307,0.19230769230769232
6,15,2,24,87.0,0.015748031496062992,,0.435895981,5.8,5.5,W10,0.9830508474576272,0.6949152542372882
6,16,1,16,25.5,0.11578947368421053,,1.044579557,9.326,4.5,W10,0.9913793103448276,0.4396551724137931
6,16,2,23,45.0,0.07368421052631578,,1.504037483,10.6,5.0,W8,0.9864864864864865,0.8175675675675675
7,1,1,19,34.0,0.6360153256704981,0.01532567049808429,0.455530935,10.545,5.6,W8,1.0,0.3333333333333333
7,1,2,10,89.5,0.7105263157894737,0.05263157894736842,1.235038612,31.809990000000003,6.426,W10,1.0,0.3333333333333333
7,2,1,17,54.5,0.725925925925926,,0.339684706,21.826999999999998,5.6,W21,0.8333333333333334,0.3333333333333333
7,2,2,15,92.0,0.3893129770992366,0.015267175572519083,1.829977721,10.26605,5.563,W8,1.0,0.3333333333333333
7,3,1,19,19.0,0.25704225352112675,0.056338028169014086,0.206167018,16.298,6.5,W21,0.9878048780487805,0.6097560975609756
7,3,2,10,99.5,0.4418604651162791,,1.413716694,10.0632,5.837000000000001,W8,1.0,0.3333333333333333
7,4,1,12,10.5,0.4418604651162791,,0.204203522,22.14,5.8,W8,0.8571428571428571,0.42857142857142855
7,4,2,11,125.5,0.7263157894736842,,0.8717919609999999,29.022140000000004,6.8,W8,0.8666666666666667,0.13333333333333333
7,5,1,8,13.0,0.5099009900990099,,0.720602815,9.158999999999999,5.6,OV27,1.0,0.6666666666666666
7,5,2,11,79.5,0.4444444444444444,0.017094017094017096,1.113301897,21.77347,5.652,W8,1.0,0.4
7,6,1,14,26.5,0.35034013605442177,,0.545851724,16.305999999999997,6.0,W21,1.0,0.7692307692307693
7,6,2,8,78.5,0.25766871165644173,,0.651880476,20.09992,6.031000000000001,W8,1.0,0.4
7,7,1,14,31.5,0.9253731343283582,0.029850746268656716,0.455530935,24.502,6.1,OV27,0.8,0.2
7,7,2,9,79.5,0.9032258064516129,0.0967741935483871,1.2173671529999999,17.48639,6.275,OV27,1.0,
7,8,1,16,9.0,0.6082474226804123,,1.4569135930000001,14.467,5.1,W10,0.8333333333333334,0.5
7,8,2,12,97.0,0.7513513513513513,,1.068141502,10.81046,6.792999999999999,W10,1.0,0.5
7,9,1,25,19.5,0.6024096385542169,,0.31612276100000003,9.812000000000001,5.5,W10,0.6,0.4
7,9,2,14,92.0,,,,14.632220000000002,6.292999999999999,OV27,0.96875,0.9375
7,10,1,27,66.5,1.0,,0.567450173,11.817,6.3,MG1,0.5,
7,10,2,7,103.0,1.0,,0.441786467,12.97588,6.431,OV27,,
7,11,1,9,9.0,0.5478260869565217,,0.210094009,17.548,6.7,OV27,1.0,0.6666666666666666
7,11,2,8,100.0,,,,10.92863,6.207999999999999,OV24,,
7,12,1,33,39.0,0.782608695652174,,0.583158136,10.822000000000001,5.1,W10,0.5,0.5
7,12,2,11,94.5,0.8260869565217391,,0.814850595,12.833839999999999,6.853,W8,1.0,0.6666666666666666
7,13,1,21,98.5,1.0,,0.255254403,10.068999999999999,6.0,OV27,1.0,1.0
7,13,2,8,103.0,,,,11.25348,6.194,MG10,,
7,14,1,19,66.0,0.11627906976744186,,5.572399969,12.231,5.0,W10,0.8666666666666667,0.7333333333333333
7,14,2,14,88.0,0.3891625615763547,,0.9012443920000001,10.297789999999999,5.606,W8,1.0,0.75
7,15,1,20,30.0,0.5673758865248227,,0.420188017,12.112,5.2,W10,0.9166666666666666,0.8333333333333334
7,15,2,11,75.5,0.3490566037735849,,0.808960108,9.501641000000001,5.813,W8,1.0,0.75
7,16,1,23,43.0,0.1598639455782313,,0.270962366,16.344,5.9,W8,1.0,0.9090909090909091
7,16,2,15,107.5,0.37333333333333335,,0.7127488329999999,9.84413,6.486000000000001,W8,1.0,0.4
8,1,1,27,46.0,0.11678832116788321,,0.8109236040000001,17.189,6.2,W21,1.0,0.7692307692307693
8,1,2,45,84.0,0.5072463768115942,,0.592975613,15.3,8.3,W8,1.0,0.9210526315789473
8,2,1,23,90.0,0.967741935483871,,0.753982237,10.289000000000001,7.3,W8,0.9,0.55
8,2,2,26,54.5,0.3728813559322034,,3.2240594610000004,16.5,4.7,W8,1.0,0.975609756097561
8,3,1,29,141.5,0.28823529411764703,,3.222095965,10.289000000000001,5.8,W8,0.875,0.25
8,3,2,31,60.5,0.7446808510638298,,1.164352777,14.2,5.4,W8,1.0,0.41333333333333333
8,4,1,26,135.5,0.3560606060606061,,0.653843971,12.937000000000001,5.1,W21,0.9791666666666666,0.8333333333333334
8,4,2,42,52.0,0.40476190476190477,,1.472621556,10.4,5.4,W8,0.8928571428571429,0.7142857142857143
8,5,1,32,69.5,0.38016528925619836,,2.805834939,13.689,5.1,W8,0.8974358974358975,0.05128205128205128
8,5,2,26,64.5,0.772972972972973,,1.606139244,14.2,6.3,W8,0.984,0.56
8,6,1,30,64.0,0.18045112781954886,,1.631664684,10.31,5.2,W8,0.9491525423728814,0.1694915254237288
8,6,2,32,54.5,0.746031746031746,,1.050470044,23.9,5.7,W21,0.9925925925925926,0.4444444444444444
8,7,1,27,45.0,0.13690476190476192,,2.799944453,11.978,4.8,W8,0.9782608695652174,0.8695652173913043
8,7,2,33,16.5,0.7317073170731707,,0.669551934,10.1,5.4,W10,0.625,0.125
8,8,1,21,36.5,0.3562231759656652,,0.8325220529999999,14.132,5.3,W21,0.9791666666666666,0.8333333333333334
8,8,2,30,50.0,0.6410256410256411,,0.700967861,17.4,5.0,W12,0.9361702127659575,0.425531914893617
8,9,1,34,68.5,0.6042780748663101,,0.428041999,11.49,4.9,W8,0.90625,0.65625
8,9,2,31,49.5,0.13761467889908258,,3.987859175,11.1,4.6,W8,0.9770992366412213,0.916030534351145
8,10,1,24,40.5,0.07264957264957266,,2.318888077,12.353,4.9,W8,0.8181818181818182,0.18181818181818182
8,10,2,26,44.5,0.8832116788321168,,4.213661147,13.6,5.6,W8,0.875,0.3333333333333333
8,11,2,28,50.5,0.5141242937853108,,2.3993913890000003,13.7,5.7,W8,0.7857142857142857,0.07142857142857142
8,12,1,34,42.0,0.35294117647058826,,0.7422012640000001,11.34,5.6,W8,0.75,
8,12,2,30,58.0,0.3924050632911392,,8.39001588,15.4,5.1,W8,0.8666666666666667,0.26666666666666666
8,13,1,30,28.0,0.8089171974522293,,0.541924733,15.152000000000001,4.9,W8,1.0,0.25
8,13,2,32,126.0,0.84375,,1.2782355109999999,14.7,5.5,W21,0.8571428571428571,0.6285714285714286
8,14,1,25,46.5,0.07692307692307693,,0.9758572179999999,12.77,5.1,W8,0.9885057471264368,0.9195402298850575
8,14,2,20,53.0,0.65,,3.8995018810000004,14.9,5.7,W8,0.9534883720930233,0.09302325581395349
8,15,1,8,78.0,0.026490066225165563,,2.664463269,13.682,4.6,W21,,
8,15,2,16,98.5,0.48325358851674644,,1.955641427,16.7,7.0,W8,0.6666666666666666,
8,16,1,22,37.5,0.03614457831325301,,1.411753199,13.742,6.6,W8,0.6666666666666666,0.16666666666666666
8,16,2,35,54.0,0.3263888888888889,,14.59466137,13.5,6.3,W8,0.9230769230769231,0.5128205128205128
9,1,1,21,17.5,0.30158730158730157,,2.8156524160000003,5.983,7.5,W8,1.0,0.35714285714285715
9,1,2,8,68.0,0.6923076923076923,,4.804673265,5.0997010000000005,7.775,W21,1.0,0.19607843137254902
9,2,1,12,71.0,1.0,,3.3929200660000003,9.597000000000001,5.3,OV27,0.9565217391304348,0.43478260869565216
9,2,2,5,71.0,0.9629629629629629,,1.317505419,17.26151,6.989,W21,0.9876543209876543,0.24691358024691357
9,3,1,11,75.0,0.18823529411764706,0.3764705882352941,0.928733328,9.695,7.5,W6,0.8,
9,3,2,11,47.5,0.8378378378378378,,1.12900986,10.60852,7.33,W12,0.975609756097561,
9,4,1,13,63.5,0.35454545454545455,0.509090909090909,2.144136986,9.9,6.0,W21,0.8571428571428571,0.2857142857142857
9,4,2,6,46.0,0.32432432432432434,0.05405405405405406,5.925829143,14.699539999999999,5.85,OV27,1.0,0.3225806451612903
