Site,Plot,Yr,alpha,percentamtree,percentinvtree,herbcover,percentamshrub,percentinvshrub,percentinvherb,lba,som,pH,shortcodes
1,9,2,29,0.3597122302158273,0.4172661870503597,1285.0,0.6296296296296297,0.5061728395061729,0.2490272373540856,0.960149255,16.3,5.3,W10
1,10,1,16,,0.11442786069651742,790.0,0.2857142857142857,0.9285714285714286,0.33544303797468356,1.10348442,5.329,4.5,W10
1,10,2,17,0.4576271186440678,0.5254237288135594,774.0,0.5145631067961165,0.6116504854368932,0.21834625322997417,1.470658061,11.8,4.8,W10
1,11,1,9,,0.20276497695852536,550.0,1.0,0.09090909090909091,0.44545454545454544,0.9012443920000001,6.621,4.4,W10
1,11,2,18,,0.04132231404958678,860.0,0.6666666666666666,0.5,0.36046511627906974,0.675442421,27.1,4.2,W10
1,12,1,12,,0.24022346368715083,625.0,0.7560975609756098,0.2682926829268293,0.272,0.600829595,7.745,3.9,W10
1,12,2,21,0.4084507042253521,0.5070422535211268,994.0,0.6,0.4,0.25855130784708247,1.072068493,12.8,5.2,W8
1,13,1,10,,0.2857142857142857,695.0,1.0,0.09090909090909091,0.19424460431654678,0.50461832,6.361000000000001,4.2,W10
1,13,2,15,,,790.0,0.4117647058823529,0.21568627450980393,0.3670886075949367,1.0033461540000002,16.4,4.0,W10
1,14,1,18,0.2677165354330709,0.8582677165354331,1055.0,0.8,0.6,0.14691943127962084,0.484983366,8.899,6.1,W8
1,14,2,14,,0.07407407407407407,707.0,0.5714285714285714,0.42857142857142855,0.28995756718529,1.5747233180000002,20.0,4.1,W10
1,15,1,15,,0.391304347826087,505.0,1.0,0.2857142857142857,0.16831683168316833,0.41037054,8.524,4.4,W10
1,15,2,13,,0.08888888888888889,720.0,0.6666666666666666,0.6666666666666666,0.5138888888888888,1.6238107030000002,35.5,4.0,W10
1,16,1,12,,0.391812865497076,520.0,1.0,0.23076923076923078,0.375,0.6774059159999999,6.8020000000000005,4.3,W10
1,16,2,9,0.08035714285714286,0.11607142857142858,485.0,1.0,0.6666666666666666,0.5876288659793815,0.6459899889999999,12.2,4.3,W21
2,1,1,14,0.011627906976744186,0.21511627906976744,620.0,0.7530864197530864,0.5061728395061729,0.24193548387096775,1.3607023180000002,6.547000000000001,5.1,W10
2,1,2,20,,0.14814814814814814,1105.0,0.6341463414634146,0.7560975609756098,0.18099547511312217,1.280199006,6.7,5.0,W10
2,2,1,10,0.027624309392265192,0.20441988950276244,505.0,0.7087378640776699,0.6116504854368932,0.297029702970297,2.155917959,9.65,4.4,W10
2,2,2,8,0.06779661016949153,0.847457627118644,345.0,0.4339622641509434,0.9811320754716981,0.11594202898550725,1.5217089419999998,12.9,4.2,W10
2,3,1,8,0.012552301255230125,0.05439330543933055,650.0,0.6111111111111112,0.8148148148148148,0.07692307692307693,1.5217089419999998,6.032,4.0,W10
2,3,2,13,,,800.0,0.7272727272727273,0.7272727272727273,0.1875,0.567450173,7.9,4.2,W10
2,4,1,34,0.1773049645390071,0.19148936170212766,2305.0,0.3103448275862069,0.7931034482758621,0.2603036876355748,0.549778714,5.247000000000001,4.6,W10
2,4,2,12,0.03669724770642202,0.5045871559633027,705.0,0.5384615384615384,0.676923076923077,0.07801418439716312,1.3842642630000002,8.9,4.2,W10
2,5,1,3,0.06493506493506493,0.2597402597402597,125.0,0.7297297297297297,0.4594594594594595,0.6,1.682715565,7.949,3.6,W16
2,5,2,2,,0.60625,115.0,0.6,0.8,1.0,0.49087385200000005,10.4,4.3,W10
2,6,1,11,0.043478260869565216,0.15527950310559005,850.0,0.6666666666666666,0.19047619047619047,0.11764705882352941,0.805033117,7.132999999999999,4.0,W10
2,6,2,27,0.23684210526315788,0.23684210526315788,1625.0,0.7087378640776699,0.7087378640776699,0.16615384615384615,1.694496538,5.9,8.5,W10
2,7,1,32,,0.05042016806722689,2170.0,0.5238095238095238,0.6190476190476191,0.2073732718894009,0.261144889,5.632999999999999,4.8,W10
2,7,2,13,0.4794520547945205,0.6712328767123288,755.0,0.75,0.75,0.1986754966887417,3.581415625,7.3,5.5,W10
2,8,1,11,0.050359712230215826,0.04316546762589928,620.0,0.935064935064935,0.33766233766233766,0.16129032258064516,0.675442421,7.005,4.0,W10
2,9,1,3,0.06382978723404255,0.19574468085106383,230.0,0.42857142857142855,0.8571428571428571,0.782608695652174,0.078539816,16.877,3.8,W16
2,9,2,1,0.16230366492146597,0.3193717277486911,10.0,0.75,0.75,1.0,2.326742059,17.7,4.1,W15
2,10,1,2,,0.25,65.0,0.1836734693877551,0.42857142857142855,1.0,0.045160394000000006,12.357999999999999,3.8,W16
2,10,2,3,0.012618296529968454,0.07255520504731862,155.0,1.0,0.5,0.6774193548387096,0.255254403,11.2,4.4,W16
2,11,1,4,0.052980132450331126,0.6291390728476821,290.0,0.9772727272727273,0.5227272727272727,0.8275862068965517,1.3017974559999999,12.878,3.6,W16
2,11,2,16,0.37446808510638296,0.3404255319148936,960.0,0.9,0.3,0.3125,0.746128255,17.2,4.5,W10
2,12,1,9,,0.053763440860215055,500.0,0.5454545454545454,0.5454545454545454,0.7,1.712167996,10.942,3.5,W10
2,12,2,24,0.04,0.22,1445.0,0.625,0.5,0.1453287197231834,2.238384766,12.6,5.3,W10
2,13,1,6,,0.9344262295081968,340.0,0.5238095238095238,0.9523809523809523,0.5588235294117647,3.603014075,35.925,3.5,W16
2,14,1,1,0.27472527472527475,0.3626373626373626,60.0,0.7619047619047619,0.5238095238095238,1.0,2.3110340959999998,8.64,3.6,W16
2,14,2,20,0.3103448275862069,0.25287356321839083,1105.0,0.625,0.5,0.14027149321266968,2.0518527019999997,20.2,4.3,W10
2,15,1,12,0.23728813559322035,0.288135593220339,1000.0,0.5694444444444444,0.4444444444444444,0.25,3.638356992,5.4510000000000005,4.0,W10
2,15,2,2,,0.05581395348837209,55.0,1.0,1.0,1.0,0.206167018,7.8,4.4,W10
2,16,1,1,0.047619047619047616,0.9166666666666666,100.0,0.5,0.6666666666666666,1.0,0.190459055,8.907,4.0,W16
2,16,2,3,,0.881578947368421,115.0,0.7916666666666666,0.5833333333333334,0.5652173913043478,1.663080611,14.5,4.2,W16
3,1,1,16,0.971830985915493,0.49295774647887325,935.0,1.0,0.23076923076923078,0.24598930481283424,0.10602875199999999,11.807,4.8,W10
3,1,2,4,1.0,1.0,250.0,0.5,1.0,0.2,0.8855364290000001,7.629428,5.472,OV27
3,2,2,22,0.95,1.0,1300.0,0.3333333333333333,1.0,0.11923076923076924,0.720602815,7.686926,5.505,OV27
3,3,1,8,1.0,1.0,500.0,0.6666666666666666,0.8333333333333334,0.4,0.017671459,33.773,4.6,W10
3,3,2,11,0.1927710843373494,0.891566265060241,830.0,0.03225806451612903,0.6774193548387096,0.4578313253012048,1.307687942,10.09634,4.439,W10
3,4,1,11,0.08450704225352113,0.4647887323943662,650.0,0.36363636363636365,0.6363636363636364,0.5307692307692308,0.170824101,27.233,3.8,W16
3,4,2,12,,0.4696969696969697,735.0,0.045454545454545456,1.0,0.4489795918367347,1.093666943,7.9275970000000004,4.611000000000001,W10
3,5,1,32,0.5573770491803278,1.0,1950.0,0.967741935483871,0.6774193548387096,0.1794871794871795,0.594939109,8.773,4.8,OV27
3,5,2,19,0.8813559322033898,0.8813559322033898,1255.0,0.5,1.0,0.24302788844621515,1.178097245,10.672989999999999,5.397,OV27
3,6,1,6,,0.2608695652173913,410.0,0.2857142857142857,0.5714285714285714,0.5121951219512195,0.168860605,13.599,3.9,W10
3,6,2,16,,0.34615384615384615,935.0,0.40384615384615385,0.6153846153846154,0.1925133689839572,0.750055246,10.21175,4.861000000000001,W10
3,7,1,9,0.8791208791208791,0.8791208791208791,565.0,0.01639344262295082,0.3442622950819672,0.5486725663716814,0.041233404,14.686,4.4,W16
3,7,2,15,0.16666666666666666,0.3333333333333333,985.0,0.36036036036036034,0.4594594594594595,0.13705583756345177,0.056941367,16.323729999999998,4.678,W10
3,8,1,14,0.9117647058823529,0.9117647058823529,760.0,0.4074074074074074,0.6296296296296297,0.39473684210526316,0.895353906,10.47,5.0,OV27
3,8,2,8,0.6296296296296297,0.6296296296296297,460.0,0.5,1.0,0.44565217391304346,0.404480054,13.05068,4.053,W10
3,9,1,21,0.961038961038961,1.0,1350.0,0.5072463768115942,0.5652173913043478,0.32592592592592595,0.524253274,12.190999999999999,5.2,W21
3,9,2,7,0.4716981132075472,0.9433962264150944,450.0,0.5,1.0,0.3333333333333333,1.3685563,8.425761999999999,4.877,OV27
3,10,1,10,1.0,1.0,795.0,0.3333333333333333,0.8333333333333334,0.4968553459119497,0.001963495,11.115,3.8,W10
3,10,2,3,,0.9590163934426229,130.0,0.9545454545454546,0.5454545454545454,0.6153846153846154,0.33183072399999997,10.086969999999999,3.888,W10
3,11,2,8,0.640625,0.671875,650.0,0.975609756097561,0.5121951219512195,0.3076923076923077,2.915790682,10.652239999999999,5.517,W10
3,12,1,8,0.17647058823529413,0.7647058823529411,415.0,0.6739130434782609,0.13043478260869565,0.5060240963855421,0.5811946410000001,18.565,5.1,W10
3,12,2,12,0.4473684210526316,0.4473684210526316,760.0,0.7777777777777778,0.6666666666666666,0.3355263157894737,2.446515279,8.378712,5.41,W10
3,13,1,5,,1.0,395.0,0.14285714285714285,0.7142857142857143,0.4936708860759494,0.017671459,10.685,3.6,W10
3,13,2,4,,1.0,270.0,0.3492063492063492,0.5238095238095238,0.6296296296296297,0.891426915,11.09014,4.144,W16
3,15,1,5,0.6,1.0,355.0,1.0,1.0,0.4225352112676056,0.090320789,13.019,3.8,W10
3,15,2,9,,0.9354838709677419,490.0,0.6078431372549019,0.4117647058823529,0.5816326530612245,1.288052988,12.35835,4.72,W10
3,16,1,9,0.11428571428571428,0.8857142857142857,645.0,0.5,0.625,0.5348837209302325,0.08639379800000001,38.152,3.8,W10
3,16,2,5,,1.0,360.0,0.6507936507936508,0.5238095238095238,0.5833333333333334,0.402516559,10.17873,4.167,W16
4,1,1,27,0.3888888888888889,0.4090909090909091,1865.0,0.5833333333333334,0.6666666666666666,0.16353887399463807,0.428041999,15.357999999999999,6.0,W8
4,1,2,15,0.10526315789473684,0.2556390977443609,385.0,1.0,0.8461538461538461,0.11688311688311688,1.270381529,9.513527,6.462000000000001,W8
4,2,1,25,0.3633633633633634,0.37537537537537535,1765.0,0.6666666666666666,0.5555555555555556,0.23229461756373937,0.25721789899999997,13.862,6.5,W8
4,2,2,15,0.10840108401084012,0.3821138211382114,410.0,1.0,1.0,0.15853658536585366,0.918915851,9.966352,5.646,W10
4,3,1,21,0.09302325581395349,0.2757475083056478,1710.0,0.8888888888888888,0.4444444444444444,0.29239766081871343,0.16100662300000002,12.954,6.6,W8
4,3,2,14,0.10655737704918032,0.48360655737704916,530.0,0.5348837209302325,0.6976744186046512,0.2169811320754717,0.634209017,5.518415,4.662,W10
4,4,1,10,0.10526315789473684,0.20300751879699247,715.0,0.8888888888888888,0.4444444444444444,0.27972027972027974,0.34557519200000003,8.742,3.7,W10
4,5,1,29,0.3532608695652174,0.11956521739130435,2260.0,0.6666666666666666,0.6666666666666666,0.24778761061946902,0.651880476,5.653,5.6,W21
4,5,2,12,0.01098901098901099,0.08791208791208792,275.0,1.0,0.8461538461538461,0.12727272727272726,0.343611696,13.613779999999998,6.649,W10
4,6,1,30,0.2422360248447205,0.39751552795031053,2475.0,0.8333333333333334,0.4166666666666667,0.2080808080808081,0.510508806,25.351,6.6,W8
4,6,2,10,0.25102880658436216,0.23045267489711935,275.0,0.7560975609756098,0.5121951219512195,0.32727272727272727,2.059706684,14.38618,7.047999999999999,W8
4,7,1,24,0.27044025157232704,0.3584905660377358,1510.0,0.6666666666666666,0.6666666666666666,0.23841059602649006,0.47909288,15.488,7.0,W8
4,7,2,6,0.2119205298013245,0.5364238410596026,130.0,0.23076923076923078,0.9230769230769231,0.5769230769230769,0.32004975199999997,15.202570000000001,7.71,W8
4,8,1,24,0.5277777777777778,0.7222222222222222,1790.0,0.8333333333333334,0.6666666666666666,0.1564245810055866,2.293362637,5.357,5.4,W21
4,8,2,13,0.29523809523809524,0.44761904761904764,455.0,0.7058823529411765,0.6470588235294118,0.3516483516483517,0.21402100000000002,5.103715,5.486000000000001,W8
4,9,1,23,,0.36,1705.0,1.0,0.5,0.16422287390029325,0.135481183,10.122,6.6,OV27
4,9,2,9,0.038461538461538464,0.07692307692307693,330.0,1.0,1.0,0.21212121212121213,0.07264933,9.823525,7.193,W21
4,10,1,27,0.6195652173913043,0.3695652173913043,2060.0,0.8571428571428571,0.42857142857142855,0.19902912621359223,1.3646293090000001,8.232000000000001,6.0,W10
4,10,2,13,0.24444444444444444,0.3333333333333333,345.0,1.0,0.9090909090909091,0.18840579710144928,0.186532064,7.957003,6.409,W21
4,11,1,40,0.41237113402061853,0.4948453608247423,2760.0,0.875,0.625,0.09239130434782608,2.6291203519999997,11.315,6.1,W8
4,12,1,24,0.42727272727272725,0.4727272727272727,1775.0,0.8795180722891566,0.39759036144578314,0.15492957746478872,0.7657632090000001,8.615,6.3,W8
4,12,2,13,0.13580246913580246,0.3950617283950617,,,,,2.76263804,9.226386,7.572,W21
4,13,1,18,0.047058823529411764,0.09411764705882353,1175.0,0.7674418604651163,0.5348837209302325,0.225531914893617,0.557632696,8.72,6.1,W8
4,13,2,9,0.1711229946524064,0.5401069518716578,165.0,0.13043478260869565,0.5217391304347826,0.21212121212121213,1.6277376940000001,20.66582,4.891,W10
4,14,1,28,0.04784688995215311,0.14832535885167464,1830.0,0.4444444444444444,0.5694444444444444,0.17759562841530055,0.498727834,6.912000000000001,4.0,W10
4,14,2,8,0.09578544061302682,0.08045977011494253,215.0,1.0,1.0,0.3488372093023256,0.585121632,9.157294,7.119,W8
4,15,1,22,0.575,0.9166666666666666,1765.0,0.5575221238938053,0.46017699115044247,0.17847025495750707,1.111338401,11.811,4.2,W10
4,15,2,10,0.07936507936507936,0.14285714285714285,220.0,1.0,1.0,0.6818181818181818,1.268418034,9.231349,5.957999999999999,OV27
4,16,1,17,0.25,0.6481481481481481,1195.0,0.6116504854368932,0.4174757281553398,0.24267782426778242,1.9654589040000001,17.871,3.8,W10
4,16,2,7,0.0736196319018405,0.2392638036809816,190.0,0.5454545454545454,0.5454545454545454,0.3684210526315789,1.592394776,12.6735,6.6370000000000005,W10
5,1,1,22,0.1854014598540146,0.07153284671532846,1575.0,0.75,0.75,0.2698412698412698,0.28470683399999996,8.805,5.7,W8
5,2,1,26,0.31751227495908346,0.10965630114566285,1810.0,0.8,0.6,0.1712707182320442,0.168860605,14.659,7.2,W8
5,3,1,15,0.199438202247191,0.2696629213483146,970.0,1.0,0.6666666666666666,0.42783505154639173,2.287472151,8.213,4.7,W10
5,3,2,10,,,530.0,1.0,0.5454545454545454,0.4339622641509434,1.0131636309999998,29.5,4.0,W10
5,4,1,7,0.019417475728155338,0.512621359223301,265.0,0.6875,0.375,0.20754716981132076,0.033379422,8.359,4.7,W10
5,4,2,3,,,130.0,1.0,0.3103448275862069,0.6153846153846154,0.7736171909999999,14.0,4.0,W10
5,5,1,21,0.06885245901639345,0.2819672131147541,1210.0,0.7916666666666666,0.5833333333333334,0.4132231404958678,0.808960108,9.974,4.6,W8
5,5,2,13,,,620.0,1.0,0.375,0.27419354838709675,1.676825079,17.5,4.0,W10
5,6,1,22,,0.39805825242718446,1325.0,1.0,0.13043478260869565,0.2830188679245283,0.604756586,9.711,4.9,W10
5,7,1,16,0.2463768115942029,0.20531400966183574,915.0,0.75,1.0,0.12568306010928962,0.204203522,15.582,5.9,W8
5,7,2,34,,0.03296703296703297,1820.0,1.0,1.0,0.25824175824175827,0.720602815,10.6,4.7,W10
5,8,1,12,0.3305439330543933,0.18410041841004185,710.0,1.0,1.0,0.29577464788732394,2.644828315,20.355,6.8,W8
5,8,2,11,0.0851063829787234,0.0851063829787234,565.0,0.6,0.8,0.11504424778761062,2.758711049,22.7,7.4,W8
5,9,1,16,0.2522255192878338,0.16023738872403562,910.0,1.0,1.0,0.34065934065934067,0.481056375,15.524000000000001,6.5,W8
5,9,2,13,0.024390243902439025,0.014634146341463415,680.0,1.0,1.0,0.3235294117647059,0.088357293,19.5,7.7,W13
5,10,1,13,0.37449392712550605,0.2591093117408907,815.0,0.8333333333333334,0.5,0.20245398773006135,0.16689711,13.675,7.0,W21
5,11,1,19,0.9271523178807947,0.9006622516556292,1270.0,0.6666666666666666,0.6666666666666666,0.29133858267716534,4.290237468,14.382,7.3,W8
5,12,1,29,0.11392405063291139,0.15611814345991562,1655.0,1.0,0.75,0.21450151057401812,0.5811946410000001,17.886,7.4,OV27
5,12,2,16,0.43670886075949367,0.46835443037974683,,,,,0.375027623,22.2,8.3,W8
5,13,1,33,0.08490566037735849,0.04716981132075472,1930.0,0.8,0.6,0.3238341968911917,0.19242255,6.644,5.6,W8
5,13,2,29,0.47368421052631576,0.47368421052631576,1780.0,1.0,1.0,0.3904494382022472,1.808379271,13.6,5.2,W10
5,14,1,17,0.357487922705314,0.28502415458937197,1055.0,0.7142857142857143,0.7142857142857143,0.46445497630331756,1.030835089,14.640999999999998,6.5,W8
5,15,1,17,0.3054054054054054,0.13783783783783785,1255.0,0.625,0.75,0.23904382470119523,0.41037054,11.76,6.3,W8
5,15,2,25,0.06818181818181818,0.06818181818181818,1230.0,0.5238095238095238,0.7142857142857143,0.36585365853658536,1.3764102809999998,9.6,5.5,W10
5,16,1,36,0.009433962264150943,0.009433962264150943,2110.0,0.6,0.8,0.26540284360189575,0.18849555899999998,8.092,5.4,W10
5,16,2,16,0.08695652173913043,0.10559006211180125,881.0,0.6363636363636364,0.8181818181818182,0.358683314415437,0.958185759,16.5,4.0,W10
6,1,1,18,0.6944444444444444,0.6944444444444444,1360.0,0.9841269841269841,0.5238095238095238,0.2610294117647059,1.172206759,9.724,4.5,W10
6,1,2,13,0.18309859154929578,0.5774647887323944,755.0,0.8333333333333334,0.8333333333333334,0.2052980132450331,2.797980957,10.4,4.3,W10
6,2,1,18,0.25824175824175827,0.2087912087912088,1350.0,0.7168141592920354,0.4690265486725664,0.37037037037037035,3.2810008280000003,6.524,4.4,W8
6,2,2,20,0.94,0.98,1220.0,0.6875,0.6875,0.26229508196721313,0.850193512,12.0,8.8,W21
6,3,1,11,0.2857142857142857,0.30857142857142855,850.0,0.8921568627450981,0.3137254901960784,0.23529411764705882,2.799944453,9.445,5.9,W10
6,3,2,23,0.2796610169491525,0.4067796610169492,1380.0,0.9696969696969697,0.696969696969697,0.11956521739130435,1.309651437,7.1,5.9,W8
6,4,1,10,0.41975308641975306,0.43209876543209874,700.0,0.9578947368421052,0.3684210526315789,0.07142857142857142,1.820160244,12.002,4.8,W10
6,4,2,13,0.5058823529411764,0.4117647058823529,850.0,0.6842105263157895,0.6421052631578947,0.11764705882352941,1.8633571430000002,10.4,4.9,W10
6,5,1,8,0.147239263803681,0.147239263803681,650.0,0.8070175438596491,0.38596491228070173,,3.4439709460000003,11.297,4.7,W8
6,5,2,17,0.2033898305084746,0.2033898305084746,780.0,0.8113207547169812,0.8113207547169812,0.1987179487179487,1.03476208,9.5,5.6,W10
6,6,1,10,0.14285714285714285,0.226890756302521,800.0,0.9795918367346939,0.7959183673469388,0.25,2.607521902,4.777,4.7,OV27
6,6,2,11,0.362962962962963,0.45185185185185184,505.0,0.8064516129032258,0.6774193548387096,0.3069306930693069,4.535674394,16.0,4.9,W10
6,7,1,13,0.532608695652174,0.532608695652174,855.0,0.676923076923077,0.6923076923076923,0.2982456140350877,2.532909077,11.850999999999999,4.2,W10
6,7,2,13,0.7176470588235294,0.6,650.0,0.7777777777777778,0.8888888888888888,0.23076923076923078,2.354230995,11.0,4.6,W10
6,8,1,23,0.7183098591549296,0.5774647887323944,1550.0,0.7571428571428571,0.5714285714285714,0.0967741935483871,1.60810274,14.470999999999998,4.7,W8
6,8,2,11,0.11976047904191617,0.11976047904191617,750.0,0.7222222222222222,0.5833333333333334,0.2,4.221515128,14.9,5.6,W10
6,9,1,11,0.16336633663366337,0.3069306930693069,700.0,0.7070707070707071,0.3939393939393939,0.07142857142857142,2.165735436,7.809,5.0,W8
6,9,2,20,0.1523809523809524,0.20952380952380953,1025.0,0.8888888888888888,0.5555555555555556,0.34146341463414637,2.034181243,12.2,5.9,W8
6,10,1,5,0.07582938388625593,0.16113744075829384,250.0,0.8522727272727273,0.5454545454545454,0.4,2.7312221130000003,10.753,4.7,W10
6,10,2,16,,0.34824281150159747,810.0,0.5555555555555556,0.4444444444444444,0.25925925925925924,0.45749443,12.2,5.5,W10
6,11,1,6,0.23622047244094488,0.3779527559055118,300.0,0.8627450980392157,0.6078431372549019,0.3333333333333333,0.805033117,13.276,5.1,W10
6,11,2,38,,0.5,1990.0,0.09090909090909091,0.6363636363636364,0.04522613065326633,0.019634954,8.1,7.2,OV26
6,12,1,7,0.11278195488721804,0.19548872180451127,450.0,0.7078651685393258,0.550561797752809,0.2222222222222222,1.166316273,15.155,5.0,W8
6,12,2,15,,0.10989010989010989,735.0,0.6,0.4666666666666667,0.3129251700680272,0.32790373300000003,16.0,5.1,W10
6,13,1,7,0.15267175572519084,0.4122137404580153,500.0,0.7045454545454546,0.4318181818181818,0.1,1.282162502,11.32,4.9,W8
6,13,2,11,,0.06741573033707865,510.0,0.75,0.625,0.3137254901960784,0.39269908200000003,9.5,5.0,W10
6,14,1,9,0.31275720164609055,0.6941015089163237,550.0,0.75,0.625,0.45454545454545453,0.08639379800000001,13.550999999999998,4.7,W10
6,14,2,16,0.23880597014925373,0.13432835820895522,1085.0,0.7222222222222222,0.3055555555555556,0.1889400921658986,0.408407045,11.4,5.4,W21
6,15,1,26,0.2989247311827957,0.5483870967741935,1400.0,0.46,0.38,0.17857142857142858,0.22383847699999998,9.556000000000001,4.5,W10
6,15,2,24,0.015748031496062992,0.06299212598425197,1275.0,0.7894736842105263,0.5684210526315789,0.24705882352941178,0.435895981,5.8,5.5,W10
6,16,1,16,0.11578947368421053,0.3631578947368421,1065.0,0.7746478873239436,0.43661971830985913,0.15492957746478872,1.044579557,9.326,4.5,W10
6,16,2,23,0.07368421052631578,0.15789473684210525,1332.0,0.6808510638297872,0.5531914893617021,0.27402402402402404,1.504037483,10.6,5.0,W8
7,1,1,19,0.6360153256704981,0.6628352490421456,925.0,0.8333333333333334,0.6666666666666666,0.23783783783783785,0.455530935,10.545,5.6,W8
7,1,2,10,0.7105263157894737,0.3815789473684211,535.0,0.8333333333333334,0.6666666666666666,0.2523364485981308,1.235038612,31.809990000000003,6.426,W10
7,2,1,17,0.725925925925926,0.08888888888888889,995.0,0.8333333333333334,0.6666666666666666,0.2964824120603015,0.339684706,21.826999999999998,5.6,W21
7,2,2,15,0.3893129770992366,0.3282442748091603,785.0,0.6666666666666666,1.0,0.17197452229299362,1.829977721,10.26605,5.563,W8
7,3,1,19,0.25704225352112675,0.16901408450704225,1405.0,0.6428571428571429,0.5357142857142857,0.2526690391459075,0.206167018,16.298,6.5,W21
7,3,2,10,0.4418604651162791,0.4418604651162791,545.0,1.0,0.6666666666666666,0.44036697247706424,1.413716694,10.0632,5.837000000000001,W8
7,4,1,12,0.4418604651162791,0.3669250645994832,555.0,0.8571428571428571,0.5714285714285714,0.0990990990990991,0.204203522,22.14,5.8,W8
7,4,2,11,0.7263157894736842,0.47368421052631576,670.0,0.4117647058823529,0.803921568627451,0.2537313432835821,0.8717919609999999,29.022140000000004,6.8,W8
7,5,1,8,0.5099009900990099,0.504950495049505,310.0,1.0,1.0,0.3387096774193548,0.720602815,9.158999999999999,5.6,OV27
7,5,2,11,0.4444444444444444,0.5299145299145299,525.0,0.8,0.8,0.3333333333333333,1.113301897,21.77347,5.652,W8
7,6,1,14,0.35034013605442177,0.29591836734693877,670.0,0.6774193548387096,0.6774193548387096,0.2537313432835821,0.545851724,16.305999999999997,6.0,W21
7,6,2,8,0.25766871165644173,0.2883435582822086,425.0,0.8,0.8,0.4117647058823529,0.651880476,20.09992,6.031000000000001,W8
7,7,1,14,0.9253731343283582,0.5671641791044776,675.0,0.6,0.8,0.4740740740740741,0.455530935,24.502,6.1,OV27
7,7,2,9,0.9032258064516129,0.6290322580645161,525.0,1.0,1.0,0.29523809523809524,1.2173671529999999,17.48639,6.275,OV27
7,8,1,16,0.6082474226804123,0.6151202749140894,900.0,0.6666666666666666,1.0,0.3333333333333333,1.4569135930000001,14.467,5.1,W10
7,8,2,12,0.7513513513513513,0.7189189189189189,790.0,0.75,1.0,0.22784810126582278,1.068141502,10.81046,6.792999999999999,W10
7,9,1,25,0.6024096385542169,0.5060240963855421,1455.0,0.6,1.0,0.30927835051546393,0.31612276100000003,9.812000000000001,5.5,W10
7,10,1,27,1.0,1.0,1205.0,0.5,0.5,0.14937759336099585,0.567450173,11.817,6.3,MG1
7,10,2,7,1.0,1.0,,,,,0.441786467,12.97588,6.431,OV27
7,11,1,9,0.5478260869565217,0.5014492753623189,405.0,1.0,1.0,0.13580246913580246,0.210094009,17.548,6.7,OV27
7,12,1,33,0.782608695652174,0.782608695652174,1920.0,0.6666666666666666,0.6666666666666666,0.2942708333333333,0.583158136,10.822000000000001,5.1,W10
7,12,2,11,0.8260869565217391,0.8260869565217391,540.0,0.6666666666666666,1.0,0.4444444444444444,0.814850595,12.833839999999999,6.853,W8
7,13,1,21,1.0,1.0,940.0,1.0,1.0,0.10106382978723404,0.255254403,10.068999999999999,6.0,OV27
7,14,1,19,0.11627906976744186,0.7674418604651163,660.0,0.6078431372549019,0.803921568627451,0.13636363636363635,5.572399969,12.231,5.0,W10
