Site,Plot,alpha,cover,shrub_allelo,tree_allelo,lba,som,pH,amtrees,amcover,nvc,ms,flag
2.0,2.0,8,48.0,0.0,0.0,1.5217089419999998,12.9,4.2,51.050880620834135,33.0,W10,em,t
2.0,3.0,13,8.0,0.0,0.0,0.567450173,7.9,4.2,0.0,6.0,W10,em,t
2.0,3.0,13,8.0,0.0,0.0,0.567450173,7.9,4.2,0.0,6.0,W10,em,t
2.0,4.0,12,12.0,0.0,0.0,1.3842642630000002,8.9,4.2,23.561944901923447,53.0,W10,em,t
2.0,4.0,12,12.0,0.0,0.0,1.3842642630000002,8.9,4.2,23.561944901923447,53.0,W10,em,t
2.0,4.0,12,12.0,0.0,0.0,1.3842642630000002,8.9,4.2,23.561944901923447,53.0,W10,em,t
2.0,5.0,2,16.0,0.0,0.0,0.49087385200000005,10.4,4.3,0.0,1.0,W10,em,t
2.0,5.0,2,16.0,0.0,0.0,0.49087385200000005,10.4,4.3,0.0,1.0,W10,em,t
2.0,6.0,27,41.0,0.0,0.0,1.694496538,5.9,8.5,54.97787143782138,35.0,W10,em,t
2.0,6.0,27,41.0,0.0,0.0,1.694496538,5.9,8.5,54.97787143782138,35.0,W10,em,t
2.0,6.0,27,41.0,0.0,0.0,1.694496538,5.9,8.5,54.97787143782138,35.0,W10,em,t
2.0,7.0,13,12.5,0.0,0.0,3.581415625,7.3,5.5,255.2544031041707,6.0,W10,em,t
2.0,7.0,13,12.5,0.0,0.0,3.581415625,7.3,5.5,255.2544031041707,6.0,W10,em,t
2.0,9.0,1,10.0,0.0,0.0,2.326742059,17.7,4.1,200.2765316663493,1.0,W15,em,t
2.0,9.0,1,10.0,0.0,0.0,2.326742059,17.7,4.1,200.2765316663493,1.0,W15,em,t
2.0,10.0,3,6.5,0.0,0.0,0.255254403,11.2,4.4,19.634954084936204,3.0,W16,em,t
2.0,11.0,16,19.5,0.0,7.853981633974483,0.746128255,17.2,4.5,451.6039439535328,6.0,W10,em,t
2.0,11.0,16,19.5,1.0,7.853981633974483,0.746128255,17.2,4.5,451.6039439535328,6.0,W10,em,t
2.0,12.0,24,59.0,0.0,15.707963267948966,2.238384766,12.6,5.3,23.561944901923447,3.0,W10,em,t
2.0,12.0,24,59.0,1.0,15.707963267948966,2.238384766,12.6,5.3,23.561944901923447,3.0,W10,em,t
2.0,13.0,26,117.0,0.0,,,6.3,4.9,,5.0,OV27,am,o
2.0,13.0,26,117.0,0.0,,,6.3,4.9,,5.0,OV27,am,o
2.0,14.0,20,115.0,0.5,0.0,2.0518527019999997,20.2,4.3,176.71458676442586,3.0,W10,em,t
2.0,15.0,2,5.5,0.0,117.80972450961724,0.206167018,7.8,4.4,0.0,1.0,W10,em,t
2.0,16.0,3,16.0,0.5,0.0,1.663080611,14.5,4.2,0.0,81.0,W16,em,t
2.0,16.0,3,16.0,0.0,0.0,1.663080611,14.5,4.2,0.0,81.0,W16,em,t
2.0,16.0,3,16.0,0.0,0.0,1.663080611,14.5,4.2,0.0,81.0,W16,em,t
3.0,1.0,4,2.5,0.0,0.0,0.8855364290000001,7.629428,5.472,1142.7543277432874,2.0,OV27,am,o
3.0,2.0,22,62.5,0.0,0.0,0.720602815,7.686926,5.505,620.4645490839841,2.0,OV27,am,o
3.0,2.0,22,62.5,0.0,0.0,0.720602815,7.686926,5.505,620.4645490839841,2.0,OV27,am,o
3.0,3.0,11,87.5,0.5,0.0,1.307687942,10.09634,4.439,98.17477042468104,12.0,W10,em,t
3.0,3.0,11,87.5,0.0,0.0,1.307687942,10.09634,4.439,98.17477042468104,12.0,W10,em,t
3.0,3.0,11,87.5,0.0,0.0,1.307687942,10.09634,4.439,98.17477042468104,12.0,W10,em,t
3.0,4.0,12,42.0,0.0,0.0,1.093666943,7.9275970000000004,4.611000000000001,0.0,11.0,W10,em,t
3.0,4.0,12,42.0,0.0,0.0,1.093666943,7.9275970000000004,4.611000000000001,0.0,11.0,W10,em,t
3.0,5.0,19,67.0,0.0,54.97787143782138,1.178097245,10.672989999999999,5.397,687.2233929727672,20.0,OV27,am,o
3.0,6.0,16,93.5,0.0,0.0,0.750055246,10.21175,4.861000000000001,0.0,14.0,W10,em,t
3.0,6.0,16,93.5,0.0,0.0,0.750055246,10.21175,4.861000000000001,0.0,14.0,W10,em,t
3.0,6.0,16,93.5,0.0,0.0,0.750055246,10.21175,4.861000000000001,0.0,14.0,W10,em,t
3.0,7.0,15,44.5,0.0,0.0,0.056941367,16.323729999999998,4.678,7.853981633974483,14.0,W10,em,t
3.0,7.0,15,44.5,0.0,0.0,0.056941367,16.323729999999998,4.678,7.853981633974483,14.0,W10,em,t
3.0,7.0,15,44.5,0.0,0.0,0.056941367,16.323729999999998,4.678,7.853981633974483,14.0,W10,em,t
3.0,8.0,8,14.5,0.0,0.0,0.404480054,13.05068,4.053,102.10176124166827,4.0,W10,em,t
3.0,9.0,7,4.5,0.0,0.0,1.3685563,8.425761999999999,4.877,168.86060513045138,5.0,OV27,am,o
3.0,9.0,7,4.5,0.0,0.0,1.3685563,8.425761999999999,4.877,168.86060513045138,5.0,OV27,am,o
3.0,10.0,3,80.5,0.0,0.0,0.33183072399999997,10.086969999999999,3.888,0.0,11.0,W10,em,t
3.0,10.0,3,80.5,0.0,0.0,0.33183072399999997,10.086969999999999,3.888,0.0,11.0,W10,em,t
3.0,11.0,8,6.5,0.0,0.0,2.915790682,10.652239999999999,5.517,278.81634800609413,14.0,W10,em,t
3.0,11.0,8,6.5,0.0,0.0,2.915790682,10.652239999999999,5.517,278.81634800609413,14.0,W10,em,t
3.0,12.0,12,17.5,0.0,0.0,2.446515279,8.378712,5.41,117.80972450961724,8.0,W10,em,t
3.0,12.0,12,17.5,0.0,0.0,2.446515279,8.378712,5.41,117.80972450961724,8.0,W10,em,t
3.0,13.0,4,121.5,0.0,0.0,0.891426915,11.09014,4.144,0.0,32.0,W16,em,t
3.0,13.0,4,121.5,0.0,0.0,0.891426915,11.09014,4.144,0.0,32.0,W16,em,t
3.0,13.0,4,121.5,0.0,0.0,0.891426915,11.09014,4.144,0.0,32.0,W16,em,t
3.0,13.0,4,121.5,0.0,0.0,0.891426915,11.09014,4.144,0.0,32.0,W16,em,t
3.0,14.0,1,100.0,,,,,,,,W10,em,t
3.0,15.0,9,94.0,0.0,15.707963267948966,1.288052988,12.35835,4.72,0.0,15.0,W10,em,t
3.0,15.0,9,94.0,0.0,15.707963267948966,1.288052988,12.35835,4.72,0.0,15.0,W10,em,t
3.0,15.0,9,94.0,0.0,15.707963267948966,1.288052988,12.35835,4.72,0.0,15.0,W10,em,t
3.0,16.0,5,112.5,0.0,0.0,0.402516559,10.17873,4.167,0.0,13.0,W16,em,t
3.0,16.0,5,112.5,0.0,0.0,0.402516559,10.17873,4.167,0.0,13.0,W16,em,t
3.0,16.0,5,112.5,0.0,0.0,0.402516559,10.17873,4.167,0.0,13.0,W16,em,t
3.0,16.0,5,112.5,0.0,0.0,0.402516559,10.17873,4.167,0.0,13.0,W16,em,t
4.0,1.0,15,88.0,0.0,0.0,1.270381529,9.513527,6.462000000000001,172.7875959474386,31.0,W8,am,t
4.0,1.0,15,88.0,0.0,0.0,1.270381529,9.513527,6.462000000000001,172.7875959474386,31.0,W8,am,t
4.0,1.0,15,88.0,0.0,0.0,1.270381529,9.513527,6.462000000000001,172.7875959474386,31.0,W8,am,t
4.0,2.0,15,63.5,0.0,0.0,0.918915851,9.966352,5.646,157.07963267948966,21.0,W10,em,t
4.0,2.0,15,63.5,0.0,0.0,0.918915851,9.966352,5.646,157.07963267948966,21.0,W10,em,t
4.0,3.0,14,84.5,0.0,0.0,0.634209017,5.518415,4.662,109.95574287564276,32.0,W10,em,t
4.0,3.0,14,84.5,0.0,0.0,0.634209017,5.518415,4.662,109.95574287564276,32.0,W10,em,t
4.0,4.0,6,46.5,0.0,,,21.76138,3.6710000000000003,,62.0,W10,em,t
4.0,4.0,6,46.5,0.0,,,21.76138,3.6710000000000003,,62.0,W10,em,t
4.0,5.0,12,77.0,0.0,0.0,0.343611696,13.613779999999998,6.649,7.853981633974483,31.0,W10,em,t
4.0,5.0,12,77.0,0.0,0.0,0.343611696,13.613779999999998,6.649,7.853981633974483,31.0,W10,em,t
4.0,5.0,12,77.0,0.0,0.0,0.343611696,13.613779999999998,6.649,7.853981633974483,31.0,W10,em,t
4.0,6.0,10,77.0,0.0,0.0,2.059706684,14.38618,7.047999999999999,373.06412761378795,13.0,W8,am,t
4.0,6.0,10,77.0,0.0,0.0,2.059706684,14.38618,7.047999999999999,373.06412761378795,13.0,W8,am,t
4.0,7.0,6,80.5,0.0,0.0,0.32004975199999997,15.202570000000001,7.71,172.7875959474386,30.0,W8,am,t
4.0,7.0,6,80.5,0.0,0.0,0.32004975199999997,15.202570000000001,7.71,172.7875959474386,30.0,W8,am,t
4.0,7.0,6,80.5,0.0,0.0,0.32004975199999997,15.202570000000001,7.71,172.7875959474386,30.0,W8,am,t
4.0,8.0,13,108.5,0.0,0.0,0.21402100000000002,5.103715,5.486000000000001,125.66370614359171,42.0,W8,am,t
4.0,8.0,13,108.5,0.0,0.0,0.21402100000000002,5.103715,5.486000000000001,125.66370614359171,42.0,W8,am,t
4.0,9.0,9,82.5,0.0,219.91148575128554,0.07264933,9.823525,7.193,7.853981633974483,1.0,W21,am,o
4.0,10.0,13,97.5,0.0,0.0,0.186532064,7.957003,6.409,66.7588438887831,110.0,W21,am,o
4.0,10.0,13,97.5,0.0,0.0,0.186532064,7.957003,6.409,66.7588438887831,110.0,W21,am,o
4.0,11.0,14,99.5,0.0,,,4.317585,7.375,,1.0,OV21,am,o
4.0,12.0,13,118.0,,,2.76263804,9.226386,7.572,82.46680715673207,,W21,am,o
4.0,13.0,9,66.0,0.0,0.0,1.6277376940000001,20.66582,4.891,133.5176877775662,30.0,W10,em,t
4.0,13.0,9,66.0,0.0,0.0,1.6277376940000001,20.66582,4.891,133.5176877775662,30.0,W10,em,t
4.0,13.0,9,66.0,0.0,0.0,1.6277376940000001,20.66582,4.891,133.5176877775662,30.0,W10,em,t
4.0,14.0,8,116.0,0.0,0.0,0.585121632,9.157294,7.119,157.07963267948966,20.0,W8,am,t
4.0,15.0,10,121.0,0.0,0.0,1.268418034,9.231349,5.957999999999999,109.95574287564276,1.0,OV27,am,o
4.0,16.0,7,91.0,0.0,0.0,1.592394776,12.6735,6.6370000000000005,62.83185307179586,21.0,W10,em,t
4.0,16.0,7,91.0,0.0,0.0,1.592394776,12.6735,6.6370000000000005,62.83185307179586,21.0,W10,em,t
5.0,1.0,6,97.5,0.0,,,10.8,8.3,,1.0,SD5,am,d
5.0,2.0,51,83.5,0.0,,,8.7,8.5,,7.0,MG1,am,o
5.0,2.0,51,83.5,0.0,,,8.7,8.5,,7.0,MG1,am,o
5.0,3.0,10,134.0,0.0,0.0,1.0131636309999998,29.5,4.0,0.0,43.0,W10,em,t
5.0,3.0,10,134.0,0.0,0.0,1.0131636309999998,29.5,4.0,0.0,43.0,W10,em,t
5.0,4.0,3,80.5,0.0,0.0,0.7736171909999999,14.0,4.0,0.0,92.0,W10,em,t
5.0,4.0,3,80.5,0.0,0.0,0.7736171909999999,14.0,4.0,0.0,92.0,W10,em,t
5.0,5.0,13,75.5,0.0,31.41592653589793,1.676825079,17.5,4.0,0.0,61.0,W10,em,t
5.0,5.0,13,75.5,0.0,31.41592653589793,1.676825079,17.5,4.0,0.0,61.0,W10,em,t
5.0,6.0,47,112.0,0.0,,,6.4,6.3,,13.0,OV27,am,o
5.0,6.0,47,112.0,0.0,,,6.4,6.3,,13.0,OV27,am,o
5.0,6.0,47,112.0,0.0,,,6.4,6.3,,13.0,OV27,am,o
5.0,7.0,34,87.5,0.0,0.0,0.720602815,10.6,4.7,0.0,20.0,W10,em,t
5.0,8.0,11,70.0,0.0,0.0,2.758711049,22.7,7.4,78.53981633974483,3.0,W8,am,t
5.0,8.0,11,70.0,0.0,0.0,2.758711049,22.7,7.4,78.53981633974483,3.0,W8,am,t
5.0,9.0,13,86.0,0.0,23.561944901923447,0.088357293,19.5,7.7,27.48893571891069,1.0,W13,am,t
5.0,10.0,12,101.0,0.0,,,13.1,8.4,,0.0,OV10,am,o
5.0,11.0,3,101.0,,,,10.1,8.1,,,OV41,am,o
5.0,12.0,16,167.5,,,0.375027623,22.2,8.3,380.91810924776246,,W8,am,t
5.0,13.0,29,146.5,0.0,0.0,1.808379271,13.6,5.2,322.0132469929538,1.0,W10,em,t
5.0,14.0,4,96.5,,,,8.1,5.3,,,OV24,am,o
5.0,15.0,25,141.0,0.0,0.0,1.3764102809999998,9.6,5.5,43.19689898685966,22.0,W10,em,t
5.0,15.0,25,141.0,0.0,0.0,1.3764102809999998,9.6,5.5,43.19689898685966,22.0,W10,em,t
5.0,16.0,16,39.5,0.0,0.0,0.958185759,16.5,4.0,54.97787143782138,53.0,W10,em,t
5.0,16.0,16,39.5,0.0,0.0,0.958185759,16.5,4.0,54.97787143782138,53.0,W10,em,t
6.0,1.0,13,111.5,0.0,0.0,2.797980957,10.4,4.3,82.46680715673207,4.0,W10,em,t
6.0,1.0,13,111.5,0.0,0.0,2.797980957,10.4,4.3,82.46680715673207,4.0,W10,em,t
6.0,2.0,20,81.5,0.0,0.0,0.850193512,12.0,8.8,483.0198704894307,23.0,W21,am,o
6.0,2.0,20,81.5,0.0,0.0,0.850193512,12.0,8.8,483.0198704894307,23.0,W21,am,o
6.0,3.0,23,93.0,0.0,0.0,1.309651437,7.1,5.9,208.1305133003238,32.0,W8,am,t
6.0,3.0,23,93.0,0.0,0.0,1.309651437,7.1,5.9,208.1305133003238,32.0,W8,am,t
6.0,4.0,13,8.5,0.0,0.0,1.8633571430000002,10.4,4.9,286.6703296400686,154.0,W10,em,t
6.0,4.0,13,8.5,0.0,0.0,1.8633571430000002,10.4,4.9,286.6703296400686,154.0,W10,em,t
6.0,4.0,13,8.5,0.0,0.0,1.8633571430000002,10.4,4.9,286.6703296400686,154.0,W10,em,t
6.0,4.0,13,8.5,0.0,0.0,1.8633571430000002,10.4,4.9,286.6703296400686,154.0,W10,em,t
6.0,4.0,13,8.5,0.0,0.0,1.8633571430000002,10.4,4.9,286.6703296400686,154.0,W10,em,t
6.0,5.0,17,37.5,0.0,0.0,1.03476208,9.5,5.6,70.68583470577035,131.0,W10,em,t
6.0,5.0,17,37.5,0.0,0.0,1.03476208,9.5,5.6,70.68583470577035,131.0,W10,em,t
6.0,5.0,17,37.5,0.0,0.0,1.03476208,9.5,5.6,70.68583470577035,131.0,W10,em,t
6.0,5.0,17,37.5,0.0,0.0,1.03476208,9.5,5.6,70.68583470577035,131.0,W10,em,t
6.0,6.0,11,10.0,0.0,0.0,4.535674394,16.0,4.9,306.3052837250048,24.0,W10,em,t
6.0,6.0,11,10.0,0.0,0.0,4.535674394,16.0,4.9,306.3052837250048,24.0,W10,em,t
6.0,7.0,13,6.5,0.0,0.0,2.354230995,11.0,4.6,380.9181092477624,6.0,W10,em,t
6.0,7.0,13,6.5,0.0,0.0,2.354230995,11.0,4.6,380.9181092477624,6.0,W10,em,t
6.0,8.0,11,7.5,0.0,0.0,4.221515128,14.9,5.6,109.95574287564276,16.0,W10,em,t
6.0,8.0,11,7.5,0.0,0.0,4.221515128,14.9,5.6,109.95574287564276,16.0,W10,em,t
6.0,8.0,11,7.5,0.0,0.0,4.221515128,14.9,5.6,109.95574287564276,16.0,W10,em,t
6.0,9.0,20,35.0,0.0,0.0,2.034181243,12.2,5.9,113.88273369263,6.0,W8,am,t
6.0,9.0,20,35.0,0.0,0.0,2.034181243,12.2,5.9,113.88273369263,6.0,W8,am,t
6.0,10.0,16,18.0,0.0,0.0,0.45749443,12.2,5.5,0.0,6.0,W10,em,t
6.0,10.0,16,18.0,0.0,0.0,0.45749443,12.2,5.5,0.0,6.0,W10,em,t
6.0,11.0,38,109.0,0.0,0.0,0.019634954,8.1,7.2,0.0,30.0,OV26,am,o
6.0,11.0,38,109.0,0.0,0.0,0.019634954,8.1,7.2,0.0,30.0,OV26,am,o
6.0,11.0,38,109.0,0.0,0.0,0.019634954,8.1,7.2,0.0,30.0,OV26,am,o
6.0,12.0,15,91.5,0.0,0.0,0.32790373300000003,16.0,5.1,0.0,55.0,W10,em,t
6.0,12.0,15,91.5,0.0,0.0,0.32790373300000003,16.0,5.1,0.0,55.0,W10,em,t
6.0,12.0,15,91.5,0.0,0.0,0.32790373300000003,16.0,5.1,0.0,55.0,W10,em,t
6.0,13.0,11,15.0,0.0,0.0,0.39269908200000003,9.5,5.0,0.0,6.0,W10,em,t
6.0,13.0,11,15.0,0.0,0.0,0.39269908200000003,9.5,5.0,0.0,6.0,W10,em,t
6.0,14.0,16,45.5,0.0,0.0,0.408407045,11.4,5.4,125.66370614359172,26.0,W21,am,o
6.0,14.0,16,45.5,0.0,0.0,0.408407045,11.4,5.4,125.66370614359172,26.0,W21,am,o
6.0,14.0,16,45.5,0.0,0.0,0.408407045,11.4,5.4,125.66370614359172,26.0,W21,am,o
6.0,15.0,24,87.0,0.0,0.0,0.435895981,5.8,5.5,11.780972450961723,57.0,W10,em,t
6.0,15.0,24,87.0,0.0,0.0,0.435895981,5.8,5.5,11.780972450961723,57.0,W10,em,t
6.0,15.0,24,87.0,0.0,0.0,0.435895981,5.8,5.5,11.780972450961723,57.0,W10,em,t
6.0,15.0,24,87.0,0.0,0.0,0.435895981,5.8,5.5,11.780972450961723,57.0,W10,em,t
6.0,16.0,23,45.0,0.0,0.0,1.504037483,10.6,5.0,39.26990816987241,145.0,W8,am,t
6.0,16.0,23,45.0,0.0,0.0,1.504037483,10.6,5.0,39.26990816987241,145.0,W8,am,t
6.0,16.0,23,45.0,0.0,0.0,1.504037483,10.6,5.0,39.26990816987241,145.0,W8,am,t
7.0,1.0,10,89.5,0.0,0.0,1.235038612,31.809990000000003,6.426,361.28315516282623,5.0,W10,em,t
7.0,1.0,10,89.5,0.0,0.0,1.235038612,31.809990000000003,6.426,361.28315516282623,5.0,W10,em,t
7.0,2.0,15,92.0,0.0,0.0,1.829977721,10.26605,5.563,341.64820107789,3.0,W8,am,t
7.0,3.0,10,99.5,0.0,0.0,1.413716694,10.0632,5.837000000000001,270.9623663721196,3.0,W8,am,t
7.0,4.0,11,125.5,0.0,0.0,0.8717919609999999,29.022140000000004,6.8,420.1880174176348,13.0,W8,am,t
7.0,4.0,11,125.5,0.0,0.0,0.8717919609999999,29.022140000000004,6.8,420.1880174176348,13.0,W8,am,t
7.0,4.0,11,125.5,0.0,0.0,0.8717919609999999,29.022140000000004,6.8,420.1880174176348,13.0,W8,am,t
7.0,5.0,11,79.5,0.0,0.0,1.113301897,21.77347,5.652,349.5021827118645,4.0,W8,am,t
7.0,6.0,8,78.5,0.0,0.0,0.651880476,20.09992,6.031000000000001,278.81634800609413,5.0,W8,am,t
7.0,6.0,8,78.5,0.0,0.0,0.651880476,20.09992,6.031000000000001,278.81634800609413,5.0,W8,am,t
7.0,7.0,9,79.5,0.0,39.269908169872416,1.2173671529999999,17.48639,6.275,353.4291735288517,1.0,OV27,am,o
7.0,8.0,12,97.0,0.0,0.0,1.068141502,10.81046,6.792999999999999,895.3539062730911,4.0,W10,em,t
7.0,8.0,12,97.0,0.0,0.0,1.068141502,10.81046,6.792999999999999,895.3539062730911,4.0,W10,em,t
7.0,9.0,14,92.0,0.0,,,14.632220000000002,6.292999999999999,,31.0,OV27,am,o
7.0,9.0,14,92.0,0.0,,,14.632220000000002,6.292999999999999,,31.0,OV27,am,o
7.0,10.0,7,103.0,,,0.441786467,12.97588,6.431,58.90486225480862,,OV27,am,o
7.0,11.0,8,100.0,,,,10.92863,6.207999999999999,,,OV24,am,o
7.0,12.0,11,94.5,0.0,0.0,0.814850595,12.833839999999999,6.853,400.5530633326987,3.0,W8,am,t
7.0,12.0,11,94.5,0.0,0.0,0.814850595,12.833839999999999,6.853,400.5530633326987,3.0,W8,am,t
7.0,13.0,8,103.0,,,,11.25348,6.194,,,MG10,am,o
7.0,14.0,14,88.0,0.0,0.0,0.9012443920000001,10.297789999999999,5.606,545.8517235612265,3.0,W8,am,t
7.0,14.0,14,88.0,0.0,0.0,0.9012443920000001,10.297789999999999,5.606,545.8517235612265,3.0,W8,am,t
7.0,15.0,11,75.5,0.0,0.0,0.808960108,9.501641000000001,5.813,231.69245820224722,3.0,W8,am,t
7.0,15.0,11,75.5,0.0,0.0,0.808960108,9.501641000000001,5.813,231.69245820224722,3.0,W8,am,t
7.0,16.0,15,107.5,0.0,0.0,0.7127488329999999,9.84413,6.486000000000001,176.71458676442583,4.0,W8,am,t
7.0,16.0,15,107.5,0.0,0.0,0.7127488329999999,9.84413,6.486000000000001,176.71458676442583,4.0,W8,am,t
8.0,1.0,45,84.0,0.0,0.0,0.592975613,15.3,8.3,208.1305133003238,76.0,W8,am,t
8.0,1.0,45,84.0,0.0,0.0,0.592975613,15.3,8.3,208.1305133003238,76.0,W8,am,t
8.0,1.0,45,84.0,0.0,0.0,0.592975613,15.3,8.3,208.1305133003238,76.0,W8,am,t
8.0,2.0,26,54.5,0.0,0.0,3.2240594610000004,16.5,4.7,314.1592653589793,123.0,W8,am,t
8.0,2.0,26,54.5,0.0,0.0,3.2240594610000004,16.5,4.7,314.1592653589793,123.0,W8,am,t
8.0,2.0,26,54.5,0.0,0.0,3.2240594610000004,16.5,4.7,314.1592653589793,123.0,W8,am,t
8.0,3.0,31,60.5,0.0,0.0,1.164352777,14.2,5.4,219.9114857512855,75.0,W8,am,t
8.0,3.0,31,60.5,0.0,0.0,1.164352777,14.2,5.4,219.9114857512855,75.0,W8,am,t
8.0,3.0,31,60.5,0.0,0.0,1.164352777,14.2,5.4,219.9114857512855,75.0,W8,am,t
8.0,4.0,42,52.0,0.0,0.0,1.472621556,10.4,5.4,282.7433388230814,25.0,W8,am,t
8.0,4.0,42,52.0,0.0,0.0,1.472621556,10.4,5.4,282.7433388230814,25.0,W8,am,t
8.0,5.0,26,64.5,0.0,0.0,1.606139244,14.2,6.3,1193.8052083641214,123.0,W8,am,t
8.0,5.0,26,64.5,0.0,0.0,1.606139244,14.2,6.3,1193.8052083641214,123.0,W8,am,t
8.0,5.0,26,64.5,0.0,0.0,1.606139244,14.2,6.3,1193.8052083641214,123.0,W8,am,t
8.0,5.0,26,64.5,0.0,0.0,1.606139244,14.2,6.3,1193.8052083641214,123.0,W8,am,t
8.0,5.0,26,64.5,0.0,0.0,1.606139244,14.2,6.3,1193.8052083641214,123.0,W8,am,t
8.0,6.0,32,54.5,0.0,0.0,1.050470044,23.9,5.7,243.47343065320896,134.0,W21,am,o
8.0,6.0,32,54.5,0.0,0.0,1.050470044,23.9,5.7,243.47343065320896,134.0,W21,am,o
8.0,6.0,32,54.5,0.0,0.0,1.050470044,23.9,5.7,243.47343065320896,134.0,W21,am,o
8.0,6.0,32,54.5,0.0,0.0,1.050470044,23.9,5.7,243.47343065320896,134.0,W21,am,o
8.0,7.0,33,16.5,0.0,0.0,0.669551934,10.1,5.4,164.93361431346415,5.0,W10,em,t
8.0,8.0,30,50.0,0.0,0.0,0.700967861,17.4,5.0,329.8672286269283,44.0,W12,am,t
8.0,8.0,30,50.0,0.0,0.0,0.700967861,17.4,5.0,329.8672286269283,44.0,W12,am,t
8.0,8.0,30,50.0,0.0,0.0,0.700967861,17.4,5.0,329.8672286269283,44.0,W12,am,t
8.0,9.0,31,49.5,0.0,0.0,3.987859175,11.1,4.6,82.46680715673207,128.0,W8,am,t
