species,status
Eragrostis ciliaris,AM
Eragrostis nigra,AM
Eragrostis pilosa,AM
Eragrostis unioloides,AM
Eriochloa procera,AM
Eulalia ,AM
Eulalia trispicata,AM
Heteropogon contortus,AM
Ischaemum commutatum,AM
Ischaemum timorense,AM
Jansenella griffithiana,AM
Lophopogon tridentatus,non-mycorrhizal (checked for all types)
Manisuris myuros,AM
Panicum sumatrense,AM
Pennisetum purpureum,AM
Perotis indica,AM
Melinis repens,AM
Rottboellia cochinchinensis,AM
Ophiuros exaltatus,AM
Saccharum spontaneum,AM
Setaria pumila,AM
Setaria pumila,AM
Setaria verticillata,AM
Themeda quadrivalvis,AM
Tripogon ravianus,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Glycine max,AM
Gossypium hirsutum,AM
Gossypium hirsutum,AM
Gossypium hirsutum,AM
Gossypium hirsutum,AM
Gossypium hirsutum,AM
Paspalum notatum,AM
Paspalum notatum,AM
Paspalum notatum,AM
Paspalum notatum,AM
Paspalum notatum,AM
Sorghum bicolor,AM
Sorghum bicolor,AM
Sorghum bicolor,AM
Sorghum bicolor,AM
Sorghum bicolor,AM
Populus alba,"EcM,AM"
Populus angustifolia,EcM
Populus balsamifera,EcM
Populus balsamifera,EcM
Populus canescens,EcM
Populus deltoides,"EcM,AM"
Populus fremontii,EcM
Populus grandidentata,EcM
Populus heterophylla,non-mycorrhizal (checked for all types)
Populus nigra,"EcM,AM"
Populus x canadensis,EcM
Populus tremula,"EcM,AM"
Populus tremuloides,"EcM,AM"
Populus trichocarpa,EcM
Ageratum conyzoides,AM
Alternanthera sessilis,non-mycorrhizal (checked for all types)
Asclepias curassavica,non-mycorrhizal (checked for all types)
Axonopus compressus,AM
Azolla pinnata,non-mycorrhizal (checked for all types)
Bacopa monnieri,AM
Barleria cristata,non-mycorrhizal (checked for all types)
Canna indica,AM
Centella asiatica,AM
Colocasia esculenta,non-mycorrhizal (checked for all types)
Commelina benghalensis,non-mycorrhizal (checked for all types)
Corchorus aestuans,AM
Cyperus articulatus,non-mycorrhizal (checked for all types)
Cyperus cephalotes,non-mycorrhizal (checked for all types)
Cyperus exaltatus,non-mycorrhizal (checked for all types)
Cyperus iria,AM
Cyperus pangorei,non-mycorrhizal (checked for all types)
Diplazium esculentum,AM
Eclipta prostrata,AM
Eichhornia crassipes,non-mycorrhizal (checked for all types)
Eragrostis gangetica,non-mycorrhizal (checked for all types)
Eriocaulon quinquangulare,non-mycorrhizal (checked for all types)
Fimbristylis argentea,non-mycorrhizal (checked for all types)
Fimbristylis consanguinea,non-mycorrhizal (checked for all types)
Fimbristylis falcata,AM
Oldenlandia auricularia,non-mycorrhizal (checked for all types)
Hydrilla verticillata,non-mycorrhizal (checked for all types)
Hygrophila auriculata,non-mycorrhizal (checked for all types)
Ipomoea aquatica,non-mycorrhizal (checked for all types)
Ipomoea cairica,non-mycorrhizal (checked for all types)
Ipomoea eriocarpa,non-mycorrhizal (checked for all types)
Jansenella griffithiana,non-mycorrhizal (checked for all types)
Justicia betonica,non-mycorrhizal (checked for all types)
Kyllinga nemoralis,AM
Lindernia parviflora,AM
Phyla nodiflora,AM
Ludwigia perennis,non-mycorrhizal (checked for all types)
Marsilea minuta,non-mycorrhizal (checked for all types)
Marsilea minuta,non-mycorrhizal (checked for all types)
Merremia tridentata,non-mycorrhizal (checked for all types)
Monochoria vaginalis,non-mycorrhizal (checked for all types)
Nelumbo nucifera,non-mycorrhizal (checked for all types)
Nymphaea pubescens,non-mycorrhizal (checked for all types)
Nymphoides hydrophylla,AM
Oryza sativa,AM
Ottelia alismoides,non-mycorrhizal (checked for all types)
Peperomia pellucida,non-mycorrhizal (checked for all types)
Pistia stratiotes,non-mycorrhizal (checked for all types)
Pollia secundiflora,AM
Persicaria chinensis,non-mycorrhizal (checked for all types)
Persicaria glabra,non-mycorrhizal (checked for all types)
Persicaria hydropiper,non-mycorrhizal (checked for all types)
Scoparia dulcis,AM
Acmella calva,AM
Acmella uliginosa,AM
Sporobolus wallichii,AM
Synedrella nodiflora,AM
Typha domingensis,non-mycorrhizal (checked for all types)
Achyranthes aspera,AM
Aerva javanica,AM
Alternanthera sessilis,AM
Amaranthus caudatus,AM
Amaranthus caudatus,AM
Amaranthus cruentus,AM
Amaranthus viridis,AM
Amaranthus spinosus,AM
Achyranthes aspera,AM
Celosia argentea,AM
Celosia argentea,AM
Celosia argentea,AM
Celosia argentea,AM
Blakea princeps,AM
Cecropia telenitida,AM
Cinchona pubescens,AM
Godoya antioquiensis,AM
Afrocarpus gracilior,AM
Aspidosperma parvifolium,AM
Caesalpinia ferrea,AM
Caesalpinia pluviosa var. peltophoroides,non-mycorrhizal (checked for all types)
Cecropia pachystachya,AM
Cedrela fissilis,AM
Ceiba speciosa,AM
Copaifera langsdorffii,AM
Cordia trichotoma,AM
Croton floribundus,AM
Dendropanax cuneatus,AM
Hymenaea courbaril,AM
Leucaena leucocephala,AM
Lithraea molleoides,AM
Luehea grandiflora,AM
Machaerium stipitatum,AM
Myroxylon peruiferum,AM
Myrsine umbellata,AM
Ormosia arborea,non-mycorrhizal (checked for all types)
Platycyamus regnellii,non-mycorrhizal (checked for all types)
Platypodium elegans,non-mycorrhizal (checked for all types)
Sapindus saponaria,AM
Senna macranthera,AM
Senna spectabilis,AM
Solanum granuloso-leprosum,AM
Handroanthus impetiginosus,AM
Tabebuia roseoalba,AM
Handroanthus serratifolius,AM
Tibouchina granulosa,AM
Trema micrantha,AM
Aglaia sp,AM
Artocarpus dadah,non-mycorrhizal (checked for all types)
Artocarpus integer,AM
Artocarpus nitidus,AM
Carica papaya,AM
Ceiba pentandra,AM
Dracontomelon dao,AM
Durio griffithii,AM
Durio ,AM
Durio zibethinus,non-mycorrhizal (checked for all types)
Durio zibethinus,AM
Gardenia ,AM
Ixora ,AM
Lansium parasiticum,AM
Mangifera ,AM
Nauclea ,AM
Nephelium lappaceum,AM
Porterandia anisophylla,AM
Swietenia macrophylla,AM
Gaultheria shallon,"ErM,EcM"
Pseudotsuga menziesii,EcM
Rhododendron macrophyllum,"ErM,EcM"
Tsuga heterophylla,EcM
Acaena magellanica,AM
Agrostis magellanica,AM
Agrostis stolonifera,AM
Azorella selago,AM
Blechnum penna marina,AM
Callitriche antarctica,AM
Cerastium fontanum,AM
Colobanthus kerguelensis,AM
Leptinella plumosa,AM
Crassula moschata,AM
Elaphoglossum randii,AM
Juncus effusus,AM
Juncus scheuchzerioides,AM
Lycopodium magellanicum,non-AM
Phlegmariurus saururus,AM
Montia fontana,AM
Poa annua,AM
Poa cookii,AM
Pringlea antiscorbutica,AM
Ranunculus biternatus,AM
Rumex acetosella,non-mycorrhizal (checked for all types)
Sagina apetala,AM
Stellaria media,AM
Uncinia compacta,AM
Alnus alnobetula,non-mycorrhizal (checked for all types)
Parthenocissus quinquefolia,AM
Anthyllis vulneraria,AM
Cercis siliquastrum,AM
Jacobaea maritima,AM
Clematis vitalba,AM
Calystegia soldanella,AM
Hippocrepis emerus subemerus,AM
Cotoneaster melanocarpus,AM
Laburnum anagyroides,AM
Cytisus purpureus,AM
Echinophora spinosa,AM
Euphorbia paralias,AM
Euonymus europaeus,AM
Fraxinus ornus,AM
Genista tinctoria,AM
Gentiana asclepiadea,AM
Gentianella germanica,AM
Gentiana cruciata,AM
Gentiana acaulis,AM
Gentiana lutea,AM
Gentiana nivalis,AM
Gentiana punctata,AM
Comastoma tenellum,AM
Gentiana verna,AM
Ilex aquifolium,AM
Juniperus oxycedrus,AM
Ligustrum vulgare,AM
Linnaea borealis,AM
Lonicera alpigena,non-mycorrhizal (checked for all types)
Lonicera caprifolium,AM
Lonicera coerulea,AM
Lonicera nigra,AM
Lonicera periclymenum,AM
Lonicera xylosteum,AM
Lotus corniculatus,AM
Melilotus albus,AM
Onobrychis viciifolia,AM
Rubus vernus,AM
Pancratium maritimum,AM
Pistacia lentiscus,AM
Plantago coronopus,AM
Frangula alnus,AM
Rhamnus saxatilis,non-mycorrhizal (checked for all types)
Ribes petraeum,non-mycorrhizal (checked for all types)
Robinia pseudoacacia,AM
Ruscus aculeatus,AM
Salix purpurea,non-mycorrhizal (checked for all types)
Salix triandra,non-mycorrhizal (checked for all types)
Sambucus nigra,non-mycorrhizal (checked for all types)
Sedum maximum,AM
Sempervivum arachnoideum,non-mycorrhizal (checked for all types)
Sempervivum montanum,non-mycorrhizal (checked for all types)
Sempervivum tectorum,non-mycorrhizal (checked for all types)
Spartium junceum,AM
Syringa vulgaris,AM
Tamarix africana,non-mycorrhizal (checked for all types)
Trifolium pratense,AM
Trifolium repens,AM
Ulex europaeus,AM
Viburnum lantana,AM
Viburnum tinus,AM
Vitis vinifera,AM
Acaena magellanica,non-mycorrhizal (checked for all types)
Agrostis magellanica,non-mycorrhizal (checked for all types)
Cerastium glomeratum,non-mycorrhizal (checked for all types)
Colobanthus kerguelensis,non-mycorrhizal (checked for all types)
Leptinella plumosa,non-mycorrhizal (checked for all types)
Crassula moschata,non-mycorrhizal (checked for all types)
Deschampsia antarctica,non-mycorrhizal (checked for all types)
Bromus erectus,non-mycorrhizal (checked for all types)
Galium antarcticum,AM
Juncus scheuchzerioides,non-mycorrhizal (checked for all types)
Lyallia kerguelensis,non-mycorrhizal (checked for all types)
Poa annua,AM
Poa cookii,non-mycorrhizal (checked for all types)
Festuca kerguelensis,AM
Pringlea antiscorbutica,non-mycorrhizal (checked for all types)
Ranunculus biternatus,AM
Aletris foliata,non-mycorrhizal (checked for all types)
Betula ermanii,EcM
Betula maximowicziana,EcM
Diplycosia adenothrix,ErM
Empetrum nigrum,AM
Epigaea asiatiea,ErM
Gaultheria pyroloides,ErM
Hydrangea paniculata,non-mycorrhizal (checked for all types)
Juncus curvatus,non-mycorrhizal (checked for all types)
Leucothoe grayana,ErM
Maianthemum bifolium,AM
Menziesia pentandra,ErM
Menziesia purpurea,ErM
Miscanthus sinensis,AM
Molinia japonica,AM
Phragmites australis,non-mycorrhizal (checked for all types)
Reynoutria sachalinensis,non-mycorrhizal (checked for all types)
Pteridium aquilinum,non-mycorrhizal (checked for all types)
Salix reinii,EcM
Sasa senanensis,AM
Shortia soldanelloides,ErM
Vaccinium axillare,ErM
Viburnum furcatum,AM
Acacia auriculiformis,AM
Vachellia nilotica,AM
Albizia lebbek,AM
Cinnamomum camphora,AM
Dalbergia sissoo,AM
Delonix regia,AM
Dendrocalamus strictus,AM
Phyllanthus emblica,AM
Grewia robusta,AM
Jacaranda mimosifolia,AM
Juglans regia,AM
Madhuca longifolia,AM
Magnolia champaca,AM
Olea paniculata,AM
Santalum album,AM
Sapindus mukorossi,AM
Saraca asoca,AM
Tectona grandis,AM
Terminalia arjuna,AM
Toona ciliata,AM
Allocasuarina littoralis,EcM
Casuarina cunninghamiana,EcM
Casuarina equisetifolia,EcM
Eucalyptus pilularis,EcM
Afzelia africana,EcM
Uapaca guineensis,"EcM,AM"
Allocasuarina campestris,EcM
Allocasuarina decaisneana,EcM
Allocasuarina luehmannii,EcM
Allocasuarina torulosa,EcM
Casuarina cristata,EcM
Casuarina cunninghamiana,non-EcM
Casuarina equisetifolia,EcM
Casuarina obesa,EcM
Abies concolor,EcM
Acer glabrum,non-mycorrhizal (checked for all types)
Achillea millefolium,non-mycorrhizal (checked for all types)
Aconitum columbianum,AM
Actaea rubra,AM
Allium geyeri,non-mycorrhizal (checked for all types)
Alnus incana subtenuifolia,EcM
Anaphalis margaritacea,non-mycorrhizal (checked for all types)
Angelica ampla,non-mycorrhizal (checked for all types)
Antennaria rosea,non-mycorrhizal (checked for all types)
Arctostaphylos uva-ursi,AM
Artemisia frigida,non-mycorrhizal (checked for all types)
Aster engelmannii,non-mycorrhizal (checked for all types)
Symphyotrichum porteri,non-mycorrhizal (checked for all types)
Astragalus parryi,non-mycorrhizal (checked for all types)
Berberis aquifolium,non-mycorrhizal (checked for all types)
Betula occidentalis,EcM
Chenopodium capitatum,AM
Hymenoxys grandiflora,non-mycorrhizal (checked for all types)
Campanula parryi,AM
Celtis occidentalis,EcM
Cercocarpus montanus,"EcM,AM"
Ericameria nauseosa var. graveolens,AM
Cirsium drummondii,AM
Calochortus gunnisonii,non-mycorrhizal (checked for all types)
Corallorhiza maculata,AM
Corydalis aurea,non-mycorrhizal (checked for all types)
Delphinium barbeyi,AM
Dodecatheon meadia,AM
Epilobium angustifolium,non-mycorrhizal (checked for all types)
Erigeron speciosus,non-mycorrhizal (checked for all types)
Erigeron salsuginosus,non-mycorrhizal (checked for all types)
Eriogonum alatum,non-mycorrhizal (checked for all types)
Eriogonum umbellatum,non-mycorrhizal (checked for all types)
Erysimum asperum,non-mycorrhizal (checked for all types)
Erythronium grandiflorum,non-mycorrhizal (checked for all types)
Fragaria virginiana,non-mycorrhizal (checked for all types)
Frasera speciosa,AM
Fraxinus pennsylvanica,"EcM,AM"
Gaillardia aristata,non-mycorrhizal (checked for all types)
Gentianopsis thermalis,AM
Gentiana parryi,AM
Geranium richardsonii,non-mycorrhizal (checked for all types)
Geum rivale,non-mycorrhizal (checked for all types)
Gleditsia triacanthos,"EcM,AM"
Helianthella quinquenervis,AM
Iris missouriensis,non-mycorrhizal (checked for all types)
Jamesia americana,non-mycorrhizal (checked for all types)
Juniperus communis,EcM
Juniperus scopulorum,EcM
Juniperus virginiana,EcM
Leucocrinum montanum,non-mycorrhizal (checked for all types)
Lilium philadelphicum,non-mycorrhizal (checked for all types)
Platanthera stricta,AM
Linnaea borealis var. americana,AM
Lupinus parviflorus,non-mycorrhizal (checked for all types)
Dieteria bigelovii var. bigelovii,non-mycorrhizal (checked for all types)
Medicago sativa,AM
Monarda fistulosa var. menthifolia,AM
Moneses uniflora,AM
Oenothera nuttallii,non-mycorrhizal (checked for all types)
Cryptantha virgata,AM
Oxyria digyna,non-mycorrhizal (checked for all types)
Oxytropis sericea,non-mycorrhizal (checked for all types)
Pedicularis groenlandica,AM
Penstemon secundiflorus,AM
Phacelia sericea,non-mycorrhizal (checked for all types)
Physocarpus monogynus,non-mycorrhizal (checked for all types)
Picea engelmannii,EcM
Picea pungens,EcM
Pinus contorta,EcM
Pinus flexilis,EcM
Pinus ponderosa,EcM
Polemonium viscosum,AM
Bistorta bistortoides,AM
Populus deltoides,EcM
Populus angustifolia,non-mycorrhizal (checked for all types)
Populus tremuloides,EcM
Dasiphora fruticosa,AM
Potentilla gracilis,AM
Potentilla effusa,AM
Pseudotsuga menziesii,"EcM,AM"
Prunus americana,EcM
Prunus pensylvanica,EcM
Prunus virginiana,EcM
Pterospora andromedea,AM
Anemone patens submultifida,AM
Purshia tridentata,AM
Quercus gambelii,EcM
Ranunculus adoneus,non-mycorrhizal (checked for all types)
Ribes saximontanum,AM
Robinia pseudoacacia,"EcM,AM"
Rosa woodsii,non-mycorrhizal (checked for all types)
Rubus deliciosus,non-mycorrhizal (checked for all types)
Rudbeckia hirta,AM
Rudbeckia laciniata,AM
Salix scouleriana,EcM
Sambucus microbotrys,AM
Saxifraga rhomboidea,AM
Sedum stenopetalum,non-mycorrhizal (checked for all types)
Senecio cernuus,AM
Senecio crassulus,non-mycorrhizal (checked for all types)
Senecio eremophilus,non-mycorrhizal (checked for all types)
Maianthemum stellatum,non-mycorrhizal (checked for all types)
Sorbus scopulina,non-mycorrhizal (checked for all types)
Spiranthes romanzoffiana,non-mycorrhizal (checked for all types)
Streptopus amplexifolius,non-mycorrhizal (checked for all types)
Swertia palustris,AM
Taraxacum campylodes,non-mycorrhizal (checked for all types)
Thermopsis divaricarpa,AM
Ulmus americana,EcM
Vaccinium myrtillus,AM
Vaccinium scoparium,AM
Yucca glauca,non-mycorrhizal (checked for all types)
Zygadenus elegans,non-mycorrhizal (checked for all types)
Anaphalis margaritacea,AM
Carex mertensii,AM
Epilobium angustifolium,AM
Hieracium albiflorum,AM
Hypochaeris radicata,AM
Penstemon cardwellii,AM
Cleistanthus caudatus,AM
Cynometra alexandri,AM
Chrysophyllum pruniforme,AM
Gilbertiodendron dewevrei,"EcM,AM"
Irvingia robur,AM
Julbernardia seretii,"EcM,AM"
Klainedoxa gabonensis,AM
Manilkara ,"EcM,AM"
Scaphopetalum dewevrei,AM
Betula glandulosa,EcM
Betula papyrifera,EcM
Calamagrostis canadensis,AM
Capnoides sempervirens,AM
Empetrum nigrum,ErM
Epilobium angustifolium,AM
Festuca altaica,AM
Juncus arcticus,non-mycorrhizal (checked for all types)
Ledum palustre subgroenlandicum,ErM
Picea mariana,EcM
Populus tremuloides,EcM
Salix ,"EcM,AM"
Vaccinium uliginosum,ErM
Vaccinium vitis-idaea,ErM
Alnus maximowiczii,EcM
Alnus maximowiczii,EcM
Alnus maximowiczii,EcM
Anaphalis margaritacea,EcM
Anaphalis margaritacea,AM
Anaphalis margaritacea,EcM
Anaphalis margaritacea,AM
Anaphalis margaritacea,EcM
Anaphalis margaritacea,AM
Gaultheria pyroloides,EcM
Gaultheria pyroloides,EcM
Gaultheria pyroloides,EcM
Hieracium umbellatum,EcM
Hieracium umbellatum,EcM
Hieracium umbellatum,EcM
Larix kaempferi,EcM
Larix kaempferi,non-mycorrhizal (checked for all types)
Larix kaempferi,EcM
Larix kaempferi,AM
Larix kaempferi,EcM
Larix kaempferi,non-mycorrhizal (checked for all types)
Luzula capitata,AM
Luzula capitata,AM
Luzula capitata,AM
Polygonum weyrichii,AM
Polygonum weyrichii,AM
Polygonum weyrichii,AM
Populus suaveolens,EcM
Populus suaveolens,AM
Populus suaveolens,EcM
Populus suaveolens,non-mycorrhizal (checked for all types)
Populus suaveolens,EcM
Populus suaveolens,non-mycorrhizal (checked for all types)
Toxicodendron trichocarpum,AM
Toxicodendron trichocarpum,AM
Toxicodendron trichocarpum,AM
Salix bakko,EcM
Salix bakko,EcM
Salix bakko,EcM
Weigela hortensis,EcM
Weigela hortensis,AM
Weigela hortensis,EcM
Weigela hortensis,AM
Weigela hortensis,EcM
Weigela hortensis,AM
Barringtonia racemosa,AM
Calamus ,AM
Colona scabra,AM
Cratoxilon ,AM
Cratoxilon ,AM
Eugenia ,AM
Chromolaena odorata,AM
Fimbristylis ferruginea,AM
Garcinia nervosa,AM
Gmelina asiatica,AM
Imperata cylindrica,AM
Imperata cylindrica,AM
Lantana camara,AM
Lantana camara,AM
Nephrolepis biserrata,AM
Setaria clivalis,AM
Setaria clivalis,AM
Alpinia calcarata,AM
Alpinia conchigera,AM
Alpinia galanga,AM
Alpinia malaccensis,AM
Alpinia purpurata,AM
Alpinia smithiae,AM
Alpinia vittata,AM
Alpinia zerumbet,AM
Amomum aculeatum,AM
Amomum cannicarpum,AM
Amomum hypoleucum,AM
Amomum muricatum,AM
Amomum pterocarpum,AM
Amomum subulatum,AM
Costus pictus,AM
Cheilocostus speciosus,AM
Curcuma elata,AM
Curcuma amada,AM
Curcuma aromatica,AM
Curcuma caesia,AM
Curcuma aurantiaca,AM
Curcuma longa,AM
Curcuma mutabilis,AM
Curcuma zedoaria,AM
Curcuma zeodaria,AM
Elettaria cardamomum,AM
Etlingera elatior,AM
Etlingera linguiformis,AM
Globba orixensis,AM
Globba schomburgkii,AM
Hedychium coccineum,AM
Hedychium coronarium,AM
Hedychium flavescens,AM
Larsenianthus careyanus,AM
Kaempferia elegans,AM
Kaempferia galanga,AM
Kaempferia rotunda,AM
Zingiber officinale,AM
Zingiber montanum,AM
Zingiber zerumbet,AM
Acacia auriculiformis,AM
Acacia dealbata,AM
Aglaia ,AM
Alstonia scholaris,AM
Bischofia javanica,AM
Bombax ceiba,AM
Chionanthus mala-elengi,AM
Clausena dentata,AM
Clerodendrum infortunatum,AM
Dalbergia latifolia,AM
Drypetes venusta,AM
Eucalyptus tereticornis,AM
Ficus amplissima,AM
Ficus microcarpa,AM
Ficus racemosa,AM
Ficus ,AM
Glycosmis lucida,AM
Glycosmis pentaphylla,AM
Litsea monopetala,AM
Litsea ,AM
Litsea stocksii,AM
Macaranga peltata,AM
Mangifera indica,AM
Murraya paniculata,AM
Peltophorum pterocarpum,AM
Pongamia pinnata,AM
Pterocarpus santalinus,AM
Salix tetrasperma,AM
Spathodea campanulata,AM
Streblus asper,AM
Syzygium caryophyllatum,AM
Tabernaemontana ,AM
Terminalia belerica,AM
Thespesia populnea,AM
Wrightia tinctoria,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Ambrosia deltoidea,AM
Carnegiea gigantea,AM
Carnegiea gigantea,AM
Carnegiea gigantea,AM
Carnegiea gigantea,AM
Carnegiea gigantea,AM
Carnegiea gigantea,AM
Carnegiea gigantea,AM
Carnegiea gigantea,AM
Carnegiea gigantea,AM
Cylindropuntia acanthocarpa,AM
Cylindropuntia acanthocarpa,AM
Cylindropuntia acanthocarpa,AM
Cylindropuntia acanthocarpa,AM
Cylindropuntia acanthocarpa,AM
Cylindropuntia acanthocarpa,AM
Cylindropuntia acanthocarpa,AM
Cylindropuntia acanthocarpa,AM
Cylindropuntia acanthocarpa,AM
Cylindropuntia acanthocarpa,AM
Cylindropuntia acanthocarpa,AM
Cylindropuntia bigelovii,AM
Cylindropuntia bigelovii,AM
Cylindropuntia bigelovii,AM
Cylindropuntia bigelovii,AM
Cylindropuntia leptocaulis,AM
Cylindropuntia leptocaulis,AM
Echinocereus engelmannii,AM
Echinocereus engelmannii,AM
Echinocereus engelmannii,AM
Echinocereus engelmannii,AM
Echinocereus engelmannii,AM
Encelia farinosa,AM
Encelia farinosa,AM
Ferocactus cylindraceus,AM
Ferocactus cylindraceus,AM
Ferocactus cylindraceus,AM
Ferocactus cylindraceus,AM
Fouquieria splendens,AM
Fouquieria splendens,AM
Fouquieria splendens,AM
Fouquieria splendens,AM
Larrea tridentata,AM
Larrea tridentata,AM
Larrea tridentata,AM
Larrea tridentata,AM
Larrea tridentata,AM
Larrea tridentata,AM
Mammillaria ,AM
Cercidium microphyllum,AM
Cercidium microphyllum,AM
Cercidium microphyllum,AM
Cercidium microphyllum,AM
Cercidium microphyllum,AM
Simmondsia chinensis,AM
Andromeda polifolia,ErM
Antennaria dioica,AM
Anthoxanthum odoratum,AM
Bartsia alpina,non-mycorrhizal (checked for all types)
Betula nana,EcM
Cardamine bellidifolia,AM
Carex bigelowii,non-mycorrhizal (checked for all types)
Carex lachenalii,non-mycorrhizal (checked for all types)
Harrimanella hypnoides,ErM
Cassiope tetragona,ErM
Cerastium cerastoides,non-mycorrhizal (checked for all types)
Deschampsia flexuosa,AM
Empetrum nigrum,ErM
Epilobium angustifolium,AM
Equisetum pratense,non-mycorrhizal (checked for all types)
Festuca ovina,AM
Gnaphalium supinum,AM
Hieracium alpinum,AM
Juncus biglumis,non-mycorrhizal (checked for all types)
Juncus trifidus,non-mycorrhizal (checked for all types)
Scorzoneroides autumnalis,AM
Luzula arcuata,non-mycorrhizal (checked for all types)
Luzula multiflora subfrigida,non-mycorrhizal (checked for all types)
Luzula spicata,non-mycorrhizal (checked for all types)
Luzula sudetica,non-mycorrhizal (checked for all types)
Orthilia secunda,ErM
Oxyria digyna,non-mycorrhizal (checked for all types)
Phleum alpinum,AM
Phyllodoce caerulea,ErM
Pinguicula vulgaris,AM
Poa alpigena,AM
Persicaria vivipara,non-mycorrhizal (checked for all types)
Potentilla crantzii,AM
Ranunculus acris,AM
Ranunculus nivalis,AM
Ranunculus pygmaeus,AM
Sedum roseum,AM
Salix glauca,EcM
Salix herbacea,EcM
Salix reticulata,EcM
Saussurea alpina,AM
Selaginella selaginoides,AM
Sibbaldia procumbens,AM
Silene acaulis,non-mycorrhizal (checked for all types)
Solidago virgaurea,AM
Taraxacum ,AM
Thalictrum alpinum,AM
Tofieldia pusilla,AM
Lysimachia europaea,AM
Trisetum spicatum,AM
Trollius europaeus,AM
Vaccinium myrtillus,ErM
Vaccinium uliginosum,ErM
Vaccinium vitis-idaea,ErM
Deschampsia atropurpurea,AM
Veronica alpina,AM
Viola biflora,AM
Calamagrostis canadensis,AM
Populus tremuloides,EcM
Betula pubescens,EcM
Empetrum nigrum,ErM
Eriophorum angustifolium,non-mycorrhizal (checked for all types)
Lycopodium annotinum,AM
Lycopodium clavatum,AM
Vaccinium myrtillus,ErM
Vaccinium oxycoccus,ErM
Acer rubrum,AM
Fagus grandifolia,EcM
Ilex opaca,AM
Liquidambar styraciflua,AM
Liriodendron tulipifera,AM
Pinus virginiana,EcM
Quercus lobata,EcM
Ulmus americana,AM
Populus alba,EcM
Populus canescens,EcM
Populus deltoides,"EcM,AM"
Populus fremontii,EcM
Populus grandidentata,EcM
Populus heterophylla,non-mycorrhizal (checked for all types)
Populus deltoides submonilifera,EcM
Populus nigra,"EcM,AM"
Populus nigra,EcM
Populus tremula,EcM
Populus tremuloides,EcM
Acanthus ilicifolius,AM
Acanthus ilicifolius,AM
Acanthus ilicifolius,AM
Acanthus ilicifolius,AM
Acanthus ilicifolius,AM
Acrostichum aureum,AM
Acrostichum aureum,AM
Aegiceras corniculatum,AM
Aegiceras corniculatum,AM
Aegiceras corniculatum,AM
Aegiceras corniculatum,AM
Avicennia marina,AM
Avicennia marina,AM
Bruguiera gymnorhiza,AM
Bruguiera gymnorhiza,AM
Bruguiera sexangula,AM
Bruguiera sexangula,AM
Heritiera littoralis,AM
Heritiera littoralis,AM
Heritiera littoralis,AM
Kandelia candel,AM
Kandelia candel,AM
Kandelia candel,AM
Kandelia candel,AM
Sonneratia apetala,AM
Sonneratia apetala,AM
Sonneratia caseolaris,AM
Sonneratia caseolaris,AM
Sonneratia apetala,AM
Sonneratia apetala,AM
Sonneratia caseolaris,AM
Sonneratia caseolaris,AM
Acacia retinodes,EcM
Brunonia australis,EcM
Eucalyptus regnans,EcM
Goodenia glomerata,EcM
Leptospermum juniperinum,EcM
Melaleuca uncinata,EcM
Poranthera microphylla,EcM
Pinus kesiya,EcM
Pomaderris aspera,EcM
Pultenaea obvata,EcM
Quercus ilex,EcM
Stylidium graminifolium,EcM
Thomasia rhynchocarpa,EcM
Trymalium daltonii,EcM
Casuarina glauca,EcM
Eucalyptus obliqua,EcM
Podosperma angustifolium,EcM
Poranthera microphylla,EcM
Eucalyptus obliqua,EcM
Adiantum capillus-veneris,non-mycorrhizal (checked for all types)
Adiantum flabellulatum,non-mycorrhizal (checked for all types)
Alpinia chinensis,non-mycorrhizal (checked for all types)
Antidesma japonicum,AM
Aporosa yunnanensis,non-mycorrhizal (checked for all types)
Aquilaria sinensis,AM
Arachniodes exilis,non-mycorrhizal (checked for all types)
Ardisia crenata,AM
Ardisia cymosa,AM
Ardisia cymosa,non-mycorrhizal (checked for all types)
Ardisia quinquegona,non-mycorrhizal (checked for all types)
Artocarpus styracifolius,non-mycorrhizal (checked for all types)
Arundinella hirta,AM
Asplenium ,non-mycorrhizal (checked for all types)
Blechnum orientale,non-mycorrhizal (checked for all types)
Bowringia callicarpa,AM
Calamus rhabdocladus,AM
Calophyllum membranaceum,non-mycorrhizal (checked for all types)
Canarium album,AM
Psydrax dicoccos,non-mycorrhizal (checked for all types)
Canthium horridum,non-mycorrhizal (checked for all types)
Carex cryptostachys,non-mycorrhizal (checked for all types)
Carex ,non-mycorrhizal (checked for all types)
